SongID,SongTitle,KeyName,Arranger,AsSungBy,LT_Provider,SongStyle,SongLength,Difficulty,Genre,Tempo,StartingWords
195,Rain,C,Greg Lyne,--,Dealer's Choice,Uptune,,,,Uptune,We used to sing songs about sunshine ...
196,Redhead,Ab,Ed Waesche/Jim Clancy,Vocal Majority,Tim Brooks,Uptune,03:18,,,Uptune,I'll stand and shout so there's no doubt …
192,Rhythm of Love,Ab,Deke Sharon/David Wright,--,Tim Waurick,Medium,03:03,,,Medium,Dih doot doot doo ... My head is stuck
375,Ride the Chariot,G,SPEBSQSA,--,Tim Waurick,Spiritual,01:50,,Spiritual,,I'm gonna ride Ride in the chariot in the …
197,Ride The Railroad Tonight,Bb,Bob Disney,B & O Connection,--,Uptune,02:29,,,Uptune,"Huffin’, puffin’ steamin’, dreamin’ …"
333,Ring Out the Bells in Dixieland,A,Renee Craig,Gentlemen's Agreement,Tim Waurick,Uptune,02:15,,,Uptune,"Ring, ring, ring"
198,Ro-Ro-Rollin' Along,C,Russ Foris,--,Dealer's Choice,Uptune,,,,Uptune,I love to listen to the whippoorwill ...
320,Rock It For Me,F,Aaron Dale,Pratt Street Power,Tim Waurick,Uptune,02:29,,,Uptune,Di gi du … a-Listen to the beat ...
295,Roses Bring Dreams of You,C,Jack Baird,--,Dealer's Choice,Ballad,,,,Ballad,Our love was like a rose ...
486,Roses of Picardy,Am,Lou Perry,Keepsake,Tim Waurick,,02:58,,,,"She is watching by the poplar, Colinette with …"
407,Route 66,G,Dan Wessler,After Hours,Tim Waurick,,02:48,,,,Doo doo doo … If you ever plan to motor west …
471,Route 66,G,Dan Wessler,After Hours,Dan Wessler,,02:48,,,,Doo doo doo … If you ever plan to motor west …
199,Royal Garden Blues,G,David Wright,Gotcha!,Sean Milligan,Uptune,04:05,,,Uptune,"No use a-talk-in, no use a-talk-in, you'll start …"
324,Royal Garden Blues,Bb,Greg Volk,Keepsake,Sonny Vande Putte,Uptune,03:06,,,Uptune,Dm ba doo dm ba .. Hon don'tcha hear the trombone
390,Royal Garden Blues,A,Greg Volk,Keepsake,Tim Waurick,Uptune,03:29,,,Uptune,"Dm ba doo dm ba .. Hon, don't you hear the …"
200,San Francisco Bay Blues,Bb,Denis Murphy,--,Tim Brooks,Uptune,,,,Uptune,Da da da ... I got the blues when my baby left ...
201,Satin Doll,C,Peter Beers,Nightlife,Tim Waurick,Medium,02:12,,,Medium,"Doo doo, doo doo doo … cigarette holder …"
296,Save Your Sorrow,Db,Ed Waesche,--,Dealer's Choice,Medium,,,,Medium,Save Your sorrow for tomorrow ...
202,Sentimental Gentleman From Georgia,Am,Ed Waesche,Revival,Tim Brooks,Uptune,02:11,2,,Uptune,"Ba dum dum dum dum … hey hey, no doubt …"
305,Seven Bridges Road,Dm,Jeremy Johnson,Forefront,Sonny Vande Putte,Uptune,03:43,3,Popular,Uptune,There are stars in the Southern sky.
442,Seven Bridges Road,Dm,Jeremy Johnson,Forefront,Kohl Kitzmiller,Uptune,03:43,3,Popular,Uptune,There are stars in the Southern sky.
306,She Didn't Say No,Bb,Val Hicks,The Crush,Tim Waurick,Uptune,04:20,,,Uptune,Listen now you gotta hear a story …
203,Shine,B,David Wright,Gas House Gang,Sean Milligan,Uptune,03:21,3,,Uptune,"Oh, shine, shine! For just one dime …"
288,Show Me Where the Good Times Are,Db,Dot Short & Gene Cokeroft,Suntones,Jordan Litz,Uptune,02:44,2,,Uptune,Come on and show me where the good times …
205,Side By Side,Eb,Tom Gentry,Power Play,Sean Milligan,Uptune,02:26,,,Uptune,"Travlin' along, singin' a song, come along for …"
206,Since I Don't Have You,Gb,Aaron Dale,Kentucky Vocal Union,Aaron Dale,Medium,,5,,Medium,Yi di dip Since you`ve gone I`m blue livin` ...
496,Sing Me That Song Again,Eb,Ed Waesche,Round Midnight,Tim Waurick,Ballad,02:42,,,,I love to hear the old songs that my mother …
207,Singin' In The Bathtub,F,Roger Payne,Yes Indeed,Simon Rylander,Novelty,02:01,,,,Ain’t bath time a grand time for singin’ …
94,Sir Duke,Bb,Rob Hopkins,The Allies,Tim Waurick,Uptune,02:55,,,Uptune,Bm bm bm bm bm bm buh duh duh buh duh duh dm ...
404,"Sit Down, You're Rockin' the Boat",Am,David Wright,Gas House Gang,Tim Waurick,Uptune,03:14,4,Musical,Mixed Tempos, I dreamed last night I got on the boat to heaven 
208,Slap That Bass,Eb,Walter Latzko,Bluegrass Student Union,Tim Brooks,Medium,02:32,,,Medium,"Zoom zoom, zoom zoom, the world is in a mess …"
209,Smile,G,Tom Gentry,New Tradition,Tim Brooks,Ballad,,,,Ballad,"When your world is turned around, why not ..."
307,Smile Medley: Smile Darn Ya Smile/Powder Your Face With Sunshine,Dm,Clay Hine,Max Q,Tim Waurick,Uptune,02:48,,,Uptune,Whenever grey skies come your way …
210,Smilin' Through,E,Lou Perry/Ed Waesche,PLATINUM,Tim Brooks,Ballad,04:49,,,Ballad,Here's a story of love fond and true …
211,Sold (The Grundy County Auction Incident),A,Aaron Dale,OC Times,Tim Waurick,Uptune,02:20,3,Country,Uptune,Well dm pu pu dm (da va da dat) … Well I went …
321,Some Lucky Day,Gb,Greg Volk,Gas House Gang,Drew Wheaton,Uptune,02:52,,,Uptune,Lucky Day! I'm just chasin' ...
212,Somebody Knows,Bb,David Wright,Michigan Jake,Sean Milligan,Uptune,03:07,,,Uptune,Let me have your ear for just a moment …
213,Somebody Loves Me,Em,Clay Hine,Max Q,Tim Waurick,Uptune,03:41,,,Uptune,"When this world began, it was heaven’s plan …"
214,Somethin' About Ya,Ab,Joe Liles,Gotcha!,Tim Waurick,Uptune,02:29,,,Uptune,I was rollin' along on the road of life …
531,Song for Emily (As Long As I Got You),G,Eric Ruthenberg,Three and a Half Men,Tim Waurick,,03:11,,,,"As long as I got, as long as I got …"
297,South,F,Gene Cokeroft and Matt Gallagher,Suntones,Drew Wheaton,Uptune,02:20,,,Uptune,Down below that old Dixon line …
215,South Rampart Street Parade,A,David Wright,Jokers Wild,Tim Waurick,Uptune,03:39,4,,Uptune,Do you hear the beat away down the street …
376,Stand By Me,F,Steve Tramack,--,Tim Waurick,Medium,,,,Medium,Dm ba da da ... When the night has come
216,Stardust,C,Walter Latzko,Bluegrass Student Union,Shawn Thomas,Ballad,04:00,,,Ballad,And now the purple dusk of twilight time …
218,Stars Fell On Alabama,C,David Wright,Jokers Wild,Jordan Litz,Ballad,04:02,,,Ballad,"Moonlight and magnolia, dancing starlight …"
431,Steppin' Out With My Baby,Eb,Clay Hine,Max Q,Instant Classic,--,02:54,,,,
220,Stormy Weather,Bb,Brian Doepke,Flipside,--,Ballad,02:55,,,Ballad,Doo doo doo doo … Don't know why there's no …
221,Strike Up The Band/Alexander's Ragtime Band,Bb,David Harrington,Gas House Gang,Instant Classic,Uptune,02:46,,,Uptune,Let the drums roll out ...
482,Sugar,Db,Wayne Grimmer,Instant Classic,Kohl Kitzmiller,,04:03,,Popular,,"Ooooh … I'm hurtin' baby, I'm broken down ..."
223,Sugar Medley,G,Walter Latzko,Bluegrass Student Union,Simon Rylander,Medium,04:11,,,Medium,"When my sugar walks down the street, all …"
222,Sugarcane Jubilee,Bb,"Ozzie Westley/Warren ""Buzz"" Haeger",--,--,Uptune,,,,Uptune,Come along to the sugarcane jubilee …
224,Sweet Georgia Brown,Em,Ed Waesche,Second Edition,Tim Waurick,Medium,02:22,2,,Medium,She just got here yesterday. Things are hot here …
225,Sweet Hour Of Prayer,G,Jim Clancy,Vocal Majority,--,Spiritual,04:00,,Spiritual,,"Ooh ooh ooh ooh … sweet hour of prayer, sweet …"
226,Sweet Lorraine,A,David Wright,Michigan Jake,Tim Waurick,Uptune,03:45,,,Uptune,"Everything is set, skies are blue, can't believe …"
227,Swing Low/Swing Down Chariot,G,The Imperials/Ken Gibson,The Vagabonds,Tim Waurick,Spiritual,02:56,,Spiritual,,"Swing low (swing low) sweet chariot , comin' …"
228,"Take Me Home, Country Roads",Ab,Renee Craig,Max Q,Shawn Thomas,Uptune,02:12,,,Uptune,Country roads take me home to the place ...
330,"Take me home, Country Roads",Ab,Renee Craig,Max Q,Sonny Vande Putte,Uptune,02:12,,,Uptune,"Country roads, take me home ..."
229,Take Your Girlie To The Movies/Cuddle Up A Little Closer,C,Don Clause,--,--,Uptune,,,,Uptune,Take your girlie to the movies if you can’t …
385,Taking a Chance on Love,G,Jay Giallombardo,Power Play,Jake Waghorn,,02:35,,,,I thought love's game was over …
400,Taking a Chance on Love,Db,Ed Waesche,--,Tim Waurick,Medium,,2,,Medium,I thought love's game was over; Lady Luck …
230,Tangerine,F,Mark Hale,Michigan Jake,Tim Waurick,Medium,03:22,4,,Medium,"South American stories, they tell of a girl …"
533,Tell All the World About You,Bb,Kyle Snook,Trademark,Kohl Kitzmiller,,02:34,,,,"Tell 'em all, … Can't keep you to myself …"
231,Ten Feet Off the Ground,Ab,Val Hicks,Boston Common,--,Medium,01:53,,Disney,Medium,Who invented music? We'd like to shake his …
232,That Old Black Magic,F,Bill Wyatt,Suntones,Shawn Thomas,Medium,02:24,,,Medium,Bum bum bum bum … That old black magic has me …
332,That Old Feeling,F,David Wright,PLATINUM,Tim Waurick,Ballad,04:44,,,Ballad,Last night I started out happy …
394,That Old Quartet of Mine,G,Lou Perry,Boston Common,Tim Waurick,Ballad,03:49,4,,Ballad,"Sitting by the fireside, watching embers softly …"
392,That's a Plenty,C#m,Brian Beck,Saturday Evening Post,Tim Waurick,Uptune,02:25,,,Uptune,Oh! Oh! Oh! That's a Plenty's got a beat in it;
233,That's An Irish Lullaby,Eb,Ed Waesche,Acoustix,Tim Waurick,Ballad,03:26,2,,Ballad,"Over in Kilarney many years ago, my mother …"
234,That's Life,F,Roger Payne,Hotshots,Chris Arnold,Medium,03:12,,,Medium,Tryin’ and vyin’ and sighin’ and cryin’ …
445,That's Life,G,Kevin Keller,Men In Black,Tim Waurick,,03:14,,,,Tha-at's life! That's what people say …
334,The Bare Necessities,Dm,Tom Gentry,Storm Front,Tim Waurick,Uptune,02:39,,Disney,Uptune,Has worry got you down
235,The Bells Song,Bb,Clay Hine,FRED,--,Novelty,,,,,
236,The Best Times I Ever Had,Bb,Larry Wright,139th Street Quartet,Larry Wright,Uptune,02:37,,,Uptune,As I recall when I was a lad ...
237,"The Cop on the Beat, The Man in the Moon, and Me",Eb,Freddie King,BSQ,Ryan Griffith,Medium,02:40,,,Medium,"Ev’ning shadows fall, when the day is flown …"
238,The Darktown Strutters Ball,Bb,Ed Waesche,Second Edition,Sean Milligan,Uptune,02:08,,,Uptune,"Buh, bum, bum, I’ve got some good news …"
239,The Glory of Love,G,Clay Hine,State Line Grocery,Tim Brooks,Uptune,02:28,,,Uptune,"Storms were made to be weathered, an' clouds …"
73,The Halls of Ivy,Ab,SPEBSQSA,--,--,Medium,,,,Medium,Graduation day is near …
240,The Moment I Saw Your Eyes,C,Joe Liles,Gas House Gang,Tim Waurick,Uptune,01:58,4,,Uptune,Never really tho`t it could happen to a guy ...
241,The Nearness Of You,G,Rob Hopkins,Uptown Sound,Chris Arnold,Ballad,04:23,,Movie,Ballad,Why do I just wither and forget all resistance …
242,The Old Covered Bridge,G,Burt Szabo,--,Dealer's Choice,Ballad,,,,Ballad,Would you like to see my treasure of golden …
243,The One I Love Belongs To Somebody Else,G,Clay Hine,Four Voices,Tim Brooks,Medium,04:09,,,Medium,"I'm unhappy, so unhappy, for I can see the one I …"
244,The Original Dixieland One-Step,G,David Wright,Jokers Wild,Tim Brooks,Uptune,,,,Uptune,"Hey Pop, Say Pop ..."
245,The Star Spangled Banner,C,Val Hicks,--,--,Patriotic,,,Patriotic,,"Oh, say! Can you see, by the dawn's early …"
246,The Sweetheart of Sigma Chi,Bb,SPEBSQSA,--,--,Ballad,,,,Ballad,"When the world goes wrong, as it’s bound to do …"
534,The Sweetheart of Sigma Chi,G,Dave Richards,--,Tim Waurick,,02:58,,,,"When the world goes wrong, as it's bound …"
247,The Trail of the Lonesome Pine,Bb,Dave Briner,--,Dealer's Choice,Ballad,,,,Ballad,How I pray she is waiting for me …
381,The Very Thought of You,B,Adam Reimnitz,The Sound of the Rockies,Tim Waurick,Ballad,05:25,4,,Ballad,Oo oh oo The very thought of you …
217,The Way We Were,Eb,Brian Beck,OC Times,Tim Waurick,Ballad,03:32,,,Ballad,Mem'ries light the corners of my mind ...
248,The Way You Look Tonight,Eb,Mark Hale,PLATINUM,Tim Brooks,Ballad,03:40,4,,Ballad,The night is new my dear sweetheart …
