SongID,SongTitle,KeyName,Arranger,AsSungBy,LT_Provider,SongStyle,SongLength,Difficulty,Genre,Tempo,StartingWords
65,Georgia On My Mind,F#,David Harrington,Forefront,Tim Waurick,Medium,05:31,,,Medium,Melodies bring memories that linger in my ...
393,Get Happy,D,Kohl Kitzmiller,Instant Classic,Kohl Kitzmiller,Spiritual,02:44,,Spiritual,,Hallelujah! … Forget your troubles …
162,Girls Medley (Margie/Nora/Rosie),Ab,Ed Waesche,Bluegrass Student Union,DJ Hiner,Uptune,02:15,,,Uptune,I never thought that I would fall in love with …
66,Give Me A Night In June,Bb,Mark Hale,Michigan Jake,Sean Milligan,Medium,,,,Medium,Give me a night in June beneath the moon …
521,Glory of Love,Bb,Dennis Driscoll,--,,,,,,,"I'm tellin' you that's, that's the story of, …"
379,Go the Distance,C,Aaron Dale,Vocal Spectrum,Tim Waurick,Medium,03:41,5,Disney,Medium,Doo doo doo … I have often dreamed …
513,God Only Knows,A,Clay Hine,--,--,Pop,,,,,"I may not always love you, but long as …"
67,Good Luck Charm ,C,Aaron Dale,OC Times,Tim Waurick,Uptune,01:53,4,,Uptune,"Don’t want a four leaf clover, don't want an old …"
526,Good News,C,Michael Webber,--,Randy Rogers,,03:27,,,,Once upon a time there was a vulture …
68,Good Night,Eb,Rudy Partin,--,--,Ballad,,,,Ballad,May each day of the year be a good day …
69,Good Old Acappella,Eb,David Wright,--,Tim Waurick,Novelty,02:40,,,,Pum puh puh pum pum … shoo bee doo wop …
70,"Goodbye Old Dixie, Goodbye",A,P.G. Kelleher,Dealer's Choice,Tim Waurick,Uptune,01:57,,,Uptune,"Down by the levee, there's a steamboat huffin' …"
340,Goodbye Yellow Brick Road,F,Joe Johnson,--,Tim Waurick,Uptune,03:49,,Popular,Uptune,Doo doo dooo ... When are you gonna come ...
71,"Goodbye, World, Goodbye",E,David Wright,Gas House Gang,Tim Waurick,Spiritual,02:37,3,Spiritual,,I’ve told all my troubles goodbye (goodbye) …
72,Great Day,F,David Harrington,Gas House Gang,Tim Waurick,Spiritual,02:33,,Spiritual,,When skies were dark came Noah’s ark …
383,Grow Old With You,Ab,Aaron Dale,OC Times,Tim Waurick,Medium,01:48,,Movie,Medium,I wanna make you smile whenever …
142,Guilty,C,Scott Kitzmiller,Instant Classic,Instant Classic,Medium,03:57,,,Medium,Baby although ... Though you’ve decided that ...
347,Hallelujah,C,Jay Giallombardo,--,Jay Giallombardo,Medium,,,Spiritual,Medium,oo loo loo .. I heard there was a secret chord ...
408,Hallelujah I Love Her So,C,Aaron Dale,A Mighty Wind,Tim Waurick,Uptune,03:00,,,Uptune,"Uh, Listen up ..."
536,Hang on Little Tomato,C,Eric Ruthenberg,--,Tony DeRosa,,03:08,,,,The sun has left and forgotten me …
351,Happy,Fm,Adam Scott,--,Antoine Kaiserman,Uptune,,3,,Uptune,"Daht, daht, daht … It might seem crazy …"
512,Happy Together,Gm,David Wright,The Turtles,Tim Waurick,Pop,,,,,"So happy, together"
74,Hard-Hearted Hannah,Eb,Gene Cokeroft,Suntones,--,Medium,,,,Medium,"In old Savannah, I said Savannah, the weather ..."
75,Have a Little Talk With Myself,F,Gary Parker,Dealer's Choice,Sean Milligan,Novelty,02:35,4,Popular,,Lately I have noticed all my friends avoiding …
318,Have a Little Talk With Myself,F,Gary Parker,Dealer's Choice,Tim Waurick,Novelty,02:35,4,Popular,,Lately I have noticed all my friends avoiding ...
76,Heart Of A Clown,C,Lloyd Steinkamp,Western Continentals,Tim Brooks,Ballad,02:34,,,Ballad,"Call me a fool, call me a clown, ev'ryone …"
77,Hello My Baby,F,David Harrington,Second Edition,Ryan Griffith,Uptune,02:16,,,Uptune,"Hello my baby, Hello, my honey, hello my …"
78,"Hello, Mary Lou",Bb,David Wright,--,DJ Hiner,Uptune,01:46,1,,Uptune,"Passed me by one summer day, flashed those big ..."
411,Here's That Rainy Day,C,Tom Parker,--,Tim Waurick,--,02:21,,,,Doo doo doo … Maybe I should have saved …
79,"Hey, Good Lookin'",C,David Wright,Michigan Jake,Sean Milligan,Uptune,04:03,4,,Uptune,"Just got a dose of wild desire, look what …"
110,"Hey, Good Lookin'",C,David Wright,Michigan Jake,Tim Waurick,Uptune,03:30,4,,Uptune,"Just got a dose of wild desire, look what …"
523,Home on the Range,Bb,Jim Clancy,Vocal Majority,Gary Lewis,,,,,,"Oh, give me a home where the buffalo roam …"
80,How High The Moon,Bb,Mark Hale,Nightlife,Tim Waurick,Medium,03:33,4,,Medium,Until I fell in love my life was very easy …
409,How Lucky You Are,F,Patrick McAlexander,Kohl Kitzmiller,Kohl Kitzmiller,--,02:29,,,,"Days can be cloudy, and you may be …"
81,How's Every Little Thing in Dixie,D,Al Rehkop,Gentlemen's Agreement,--,Uptune,02:06,,,Uptune,There`s no place on earth like the place of my ...
82,"I Can Dream, Can't I?",Eb,Ed Waesche,Bluegrass Student Union,Tim Brooks,Ballad,03:22,4,,Ballad,"Oo, oh why can't my dreams come true? …"
448,"I Can Dream, Can't I?",Eb,Ed Waesche,Bluegrass Student Union,Tim Waurick,Ballad,03:31,4,,Ballad,"Ooo Oh, why can't my dreams come true?"
489,I Can't Believe That You're in Love With Me,C,Kohl Kitzmiller,Pratt Street Power,Kohl Kitzmiller,,02:49,,,,"Yesterday you came my way, and when you …"
83,I Can't Give You Anything But Love,Ab,Clay Hine,PLATINUM,Jordan Litz,Uptune,03:05,,,Uptune,"Gee, it’s so tough ‘cause I’m buh-roke, babe. …"
339,"I Can't Give You Anything But Love, Baby",G,David Harrington,Ringmasters,David Harrington,Uptune,03:27,,,Uptune,Now that it's your birthday
84,I Didn't Want To Fall,F,Joe Liles/Val Hicks,--,--,Uptune,02:44,2,,Uptune,"Could it be, could it happen, golly gee, ..."
85,I Don't Mind Being All Alone,Bb,George Hulst,--,--,Medium,,,,Medium,"I used to be so sentimental, I couldn`t bear ..."
86,I Double Dare You,Ab,Tom Gentil,--,Dealer's Choice,Uptune,,,,Uptune,"I dare you, I dare you, I double, double dare ..."
87,I Feel a Song Comin' On,Eb,Larry Triplett,--,Simon Rylander,Uptune,01:26,,,Uptune,Sing a song loud and strong and you never will …
88,I Found A Million Dollar Baby,Ab,Ed Waesche/Bill Mitchell/Rob Hopkins,Marquis,--,Medium,03:16,,,Medium,Love comes along like a popular song …
89,I Got Rhythm,Gm,Walter Latzko,Bluegrass Student Union,Chris Arnold,Uptune,02:50,,,Uptune,Days can be sunny with never a sigh …
282,I Got Rhythm,Gm,Walter Latzko,Bluegrass Student Union,Tim Waurick,Uptune,02:56,,,Uptune,Days can be sunny with never a sigh ...
492,I Heard it Through the Grapevine,G#m,Aaron Dale,Musical Island Boys,Aaron Dale,,03:16,,Popular,,Doo doo doo … I bet you wondered how I knew …
319,I Love a Piano,F,Greg Volk,Keepsake,Drew Wheaton,Uptune,03:02,,,Uptune,As a child I went wild when the ...
384,I Love Being Here With You,G,Aaron Dale,Ringmasters,Tim Waurick,,02:30,5,,,"I know, I know, I know I love you ..."
537,I Love Jazz Medley,Bb,David Wright,Vocal Spectrum,Tim Waurick,,02:55,,,,Let's go down to the land of jazz …
90,I Never Knew/You Were Meant For Me,G,Renee Craig,Vocal Majority,Tim Brooks,Uptune,02:32,,,Uptune,Oh I can't sleep and I can't eat I never knew …
91,I Told Them All About You/You Dear Medley,Bb,Ed Waesche,BSU,Tim Waurick,Uptune,02:04,,,Uptune,"It’s true, dear, I love but you, dear. That's …"
92,I Wanna Be Around,Db,Jay Giallombardo,Rounders,Sean Milligan,Medium,02:54,,,Medium,Wouldn't you know that it would …
93,"I Want You, I Need You, I Love You",Db,Aaron Dale,OC Times,Tim Waurick,Medium,03:22,4,,Medium,Someday I know you'll be my own …
55,I Will Go Sailing No More,G,Rich Hasty,OC Times,Tim Waurick,Ballad,03:12,3,Disney,Ballad,Out among the stars I sailed. Way beyond the ...
299,I Will Go Sailing No More,G,Rich Hasty,OC Times,Randy Rogers,Ballad,03:12,3,Disney,Ballad,Out among the stars I sailed. Way beyond the ...
95,I Will Never Pass This Way Again,C,Clay Hine,--,Tim Brooks,Ballad,,,,Ballad,Doo doo doo ... I will pass this way but once ...
96,I Wish You Love,Gm,Larry Triplett,AHB,Jordan Litz,Uptune,02:58,,,Uptune,"Goodbye, no use leading with our chins …"
98,I Woke Up This Mornin' Feelin' Fine,F,Mosie Lister,--,--,Spiritual,01:43,,Spiritual,,I woke up this morning feeling fine …
106,I'll be A Song And Dance Man Again,C,Val Hicks,--,--,Medium,,,,Medium,"Let me have my hat, let me have my cane ..."
107,I'll Be Waitin' For the Evening Train,F,J. Rae Jamison,--,--,Medium,,,,Medium,"Choo-choo, chug, chug: I’ll be waitin’ …"
108,I'll Fly Away,Ab,Don Gray,Keepsake,Sean Milligan,Spiritual,02:04,,Spiritual,,"Some glad morning when my life is o'er, I'll …"
111,I'm Alone Because I Love You,G,Lou Perry,Boston Common,Sean Milligan,Ballad,02:39,,,Ballad,All the friends that I knew and gave up for …
112,I'm Beginning To See The Light,G,Marshall Webb,PLATINUM,Sean Milligan,Uptune,02:09,,,Uptune,Ba do ba doot bye ya doo bop …
446,I'm Beginning to See the Light,G,Marshall Webb,PLATINUM,Drew Wheaton,Uptune,02:18,,,Uptune,Ba doo ba doot … I never cared much for …
511,I'm Beginning to See the Light,A,Rob Hopkins,--,Chris Arnold,,,,,,
113,I'm Beginning to See the Light/Bye Bye Blues,A,Clay Hine,--,--,Medium,,,,Medium,I never knew how the sun could shine …
343,I'm Feelin' Fine,F,Joe Liles,--,Tim Waurick,Spiritual,01:42,2,Spiritual,,"Well, I woke up this morning …"
114,I'm Going Back to Carolina,C,Gene Cokeroft,Suntones,Tim Brooks,Uptune,01:14,,,Uptune,"I'm goin' back, back, back to Carolina …"
115,I'm Gonna Live Till I Die,Fm,Greg Volk,Keepsake,Simon Rylander,Uptune,01:29,,,Uptune,I’m gonna live ‘till I die. I'm gonna laugh …
116,I'm Gonna Sit Right Down and Write Myself a Letter,Bb,Jim Kahlke,--,Tim Waurick,Medium,02:05,,,Medium,"The mailman passes by, and I just wonder why …"
117,I'm Looking Over A Four Leaf Clover,Bb,Ed Waesche,Acoustix,Tim Waurick,Uptune,02:42,3,,Uptune,"There's a little shamrock, that the Irish say …"
118,I'm My Own Grandpa,Gb,Brian Beck,Dealer's Choice,Sean Milligan,Novelty,03:27,1,Popular,Uptempo,For those of you who like to study genealogy ...
119,I'm Sittin' On Top of the World,F,Boston Consort,Boston Consort,DJ Hiner,Uptune,01:48,1,,Uptune,Doom-bah doom-bah …Doot doo doo …I'm …
475,I'm Still Standing,A,Melody Hine,--,Kim Newcomb/Kohl Kitzmiller,,,,Popular,,Dm tsm dm tsm ... You could never know ...
388,I'm Walkin',A,Aaron Dale,OC Times,Tim Waurick,Uptune,01:58,,,Uptune,Since you' done gone away I' been lonely ev'ry …
132,I've Been Workin' On The Railroad,Bb,Roger Payne,Power Play,Sean Milligan,Uptune,01:57,,,Uptune,Hello neighbor welcome aboard (all aboard) …
302,I've Got the World on a String,F,Adam Reimnitz,Three Men and a Melody,Tim Waurick,Uptune,03:12,4,,Uptune,I'm sitting on top of the world …
99,If,F,Larry Triplett,--,Tim Waurick,Ballad,02:32,,,Ballad,Doo doo doo doo … If a picture paints a …
495,If I Didn't Have You,G,Cay Outerbridge,Newfangled Four,Kohl Kitzmiller,,02:53,,Disney,,Ba doo ba duh … If I were a rich man …
435,If I Give My Heart To You,D,Jim Clancy,Vocal Majority,,--,04:30,,,,Ooh … Should I give my heart to you my …
524,If I Had My Way,Am,David Harrington,Gotcha!,Tim Waurick,,03:08,,,,I used to be the first one to cry …
100,If I Love Again,Ab,Katie Farrell,Louisville Times,Sean Milligan,Ballad,03:18,2,,Ballad,I often wonder why you came to me …
101,If I Only Had A Brain,F,Clay Hine,Four Voices,Tim Brooks,Medium,04:22,,Movie,Medium,"I’m a simple guy, some say I'm not so smart …"
493,If I Only Had a Brain,F,Clay Hine,Four Voices,Tim Waurick,Medium,04:22,,Movie,Medium,"I'm a simple guy, some say I'm not so smart …"
443,If the Devil Danced (In Empty Pockets),Ab,Michael Webber,Kohl Kitzmiller,Kohl Kitzmiller,,02:32,,,,A nine-foot grand and a ten-piece band …
102,If The Lord Be Willin',B,Mark Smith,LSHB,Steve DeCrow,Uptune,,,,Uptune,If the Lord be willin' and the creek don't rise …
103,If There'd Never Been An Ireland,Eb,Lou Perry,--,--,Ballad,,,,Ballad,Compared with other countrys Ireland`s a ...
104,If There's Anybody Here From My Home Town,Bb,Ardeth Fullmer,--,DJ Hiner,Medium,,2,,Medium,If there's anybody here from out of town …
105,If We Can't Be The Same Old Sweethearts,E,Carl Dahlke,Auto Towners / Vagabonds,Instant Classic,Ballad,,,,Ballad,"Sweethearts no more, just friends ever more, ..."
474,"If You Love Me, Really Love Me",C,David Wright,--,Tim Waurick,,,,,,
121,Imagination,Eb,Lou Perry,Boston Common,Jordan Litz,Ballad,02:47,,,Ballad,"Imagination is funny, it makes a cloudy day …"
373,"In the Cool, Cool, Cool of the Evening",G,Gene Cokeroft,State Line Grocery,Tim Waurick,Medium,01:53,,,Medium,If you arrive at the bash a bit before I do …
122,In The Wee Small Hours of the Morning,F,Walter Latzko,Marquis,Tim Brooks,Ballad,03:27,,,Ballad,Ooo … In the wee small hours of the morning …
123,Indiana,G,Ed Waesche,Yesteryear,Tim Brooks,Ballad,03:13,,,Ballad,I have always been a wand'rer over land and …
124,Is This Just Another Song About Love,Eb,Bob Disney,Keepsake,Drew Wheaton,Ballad,03:22,,,Ballad,Is this just another song about love? …
397,Isn't She Lovely,Bb,Mike Menefee,--,Drew Wheaton,Uptune,02:08,4,,Uptune,Daht daht dah buh ... Isn't she lovely …
125,Isn't This a Lovely Day (To be Caught in the Rain),G,Dylan Oxford,State Line Grocery,Tim Brooks,Medium,03:18,,,Medium,"The weather is fright'ning, the thunder and …"
126,It Had To Be You,G,Ed Waesche/Earl Moon,--,DJ Hiner,Medium,,,,Medium,Why do I do just as you say …
433,It Had To Be You,Ab,Kevin Keller,--,Tim Waurick,--,02:45,,,,Why do I do just as you say?
127,It Happened In Monterrey,G,John Brockman,OC Times,Tim Waurick,Medium,03:08,,,Medium,"Sweet romance, I gave it a chance, down south …"
329,It Happened in Monterrey,G,John Brockman,OC Times,Sonny Vande Putte,Medium,03:08,,,Medium,"Sweet romance, I gave it a chance, down south …"
128,It Is Well With My Soul,F,David Harrington,--,--,Spiritual,02:49,,Spiritual,,When peace like a river attendeth my way …
129,It's a Brand New Day,Eb,Bob Disney,Four Voices,Tim Waurick,Uptune,01:16,1,,Uptune,"It’s a brand new day, and we're here …"
349,It's a Good Day,Ab,Val Hicks,Boston Common,Tim Waurick,Uptune,01:49,,,Uptune,Yes it's a good day for singin' a song
267,It's A Most Unusual Day,F,Walter Latzko,Suntones,Drew Wheaton,Uptune,03:11,,,Uptune,I woke up singing this morning ...
345,It's a Pity to Say Goodnight,F,Rasmus Krigstrom,--,Tim Waurick,Medium,03:10,,,Medium,"Summer in the city, what's not ..."
130,It's All Right,Bb,Jeremy Johnson,Huey Lewis & The News,Tony DeRosa,Medium,03:11,,,Medium,"Bum buh bow bow (oo oo), bum buh …"
131,It's Only A Paper Moon ,G,Clay Hine,PLATINUM,Sean Milligan,Uptune,02:21,1,,Uptune,"You're all o' the world to me, my love …"
133,Jazz Me Blues,Eb,Joe Johnson,High Definition,Tim Waurick,Uptune,03:16,,,Uptune,Down in Lou'siana in the southern clime …
135,Jezebel,C,Walter Latzko,Suntones,Tim Waurick,Novelty,03:15,,,,"Bum bub-der um bum, bum bum bum … Jezebel …"
136,Just A Cottage Small,D,Al Rehkop,Second Edition,Tim Waurick,Ballad,03:59,,,Ballad,When you've wandered alone on the highway …
137,Just In Time,D,Dave Briner,PLATINUM,Tim Waurick,Uptune,01:46,3,Musical,Uptune,"Oh, well, Well I don't mean maybe, 'cause …"
138,Just One Of Those Things,Ab,Joni Bescos,Bluegrass Student Union,Tim Waurick,Uptune,02:02,,,Uptune,"It was just one of those things, just one of …"
152,L-O-V-E,Bb,Larry Triplett,AHB,Jordan Litz,Uptune,02:39,,,Uptune,Our love is so exciting it's vibrant …
139,"Last Night on the Back Porch, I Loved Her Best of All",Bb,Gay Notes,Keepsake,Tim Brooks,Uptune,02:15,,,Uptune,There’s a girl I’m wild about …
140,Lazy,F,Alan Siegal,AHB,Simon Rylander,Medium,02:19,,,Medium,Every time I see a puppy upon a summer’s …
141,Lazy Day,F,David Wright,Gas House Gang,Tim Waurick,Uptune,03:03,4,,Uptune,"Bah bah bah bah … Blue skies, sunshine …"
144,Lazybones,F,David Wright,Four Voices,Tim Brooks,Medium,04:23,,,Medium,Long as there is chicken gravy on your rice …
317,Lazybones,F,David Wright,Four Voices,Tim Waurick,Medium,04:23,,,Medium,Long as there is chicken gravy on your rice ...
145,Let Me Sing and I'm Happy,C,Alan Siegal,AHB,Simon Rylander,Uptune,02:49,,,Uptune,What care I who makes the laws of a nation ...
146,Let's Burn Up The Town,C,Tony Nasto,Men In Black,Tim Waurick,Uptune,,,,Uptune,"When there's a lot on your mind, you need a ..."
147,Let's Do It (Let's Fall in Love),D,John Brockman,The Crush,Tim Waurick,Uptune,02:42,,,Uptune,"When the little bluebird, who has never said a …"
518,Let's Live it Up,Bb,Aaron Dale,Vocal Spectrum,Aaron Dale,Pop,,,,,Ba da ba …You only go around once on this …
476,Let's Start the New Year Right/Auld Lang Syne Medley,F,Bryan Ziegler,After Hours,Shawn Thomas,,02:29,,,,"One minute to midnight, one minute to go …"
148,Liar Medley,B,Renee Craig,Gas House Gang,Simon Rylander,Uptune,02:32,,,Uptune,"My mother used to say, ""Fabrications never … "" …"
292,Lies,F,Mac Huff,--,Dealer's Choice,Uptune,,,,Uptune,Gone are all of my love dreams ...
437,Like I'm Gonna Lose You,A,Jeremy Johnson,PDX Voices,Rhett Roberts,--,03:37,,,,Bah bah dah bah dop … I found myself dreamin'
149,Little Girl,G,Lou Perry,Boston Common,Shawn Thomas,Ballad,03:36,,,Ballad,I’m glad that God made little girls …
150,Little Pal,Ab,Lou Perry,Four Rascals,DJ Hiner,Ballad,03:52,,,Ballad,"Little pal, if daddy goes away, promise you`ll ..."
344,Looking at the World Through Rose Colored Glasses,F,David Wright,Chiefs of Staff,Tim Waurick,Uptune,02:19,,,Uptune,"Oh! What a day, Mister Sunshine!"
415,Lost in the Stars,Ab,"Warren ""Buzz"" Haeger",Keepsake,Tim Waurick,--,04:08,,,,Oo oo … Before Lord God made the sea …
151,Louise,Ab,David Wright,Michigan Jake,Sean Milligan,Uptune,02:51,,,Uptune,"Innocent, you're so innocent, and as gentle as …"
316,Love Letters,F,Steve Delahanty,Lemon Squeezy,Tim Waurick,Ballad,03:36,,,Ballad,The sky may be starless ...
153,Love Me,Ab,Aaron Dale,OC Times,Tim Waurick,Uptune,03:25,4,,Uptune,"My broken heart, you tore it apart, now I …"
154,"Love Me, and the World is Mine",Eb,David Wright,Ringmasters,Tim Waurick,Ballad,03:41,,,Ballad,"I wander on as in a dream, a dream of paradise …"
156,Love's Old Sweet Song,C,Clay Hine,FRED,Tim Brooks,Ballad,03:13,,,Ballad,Star light an’ romance an’ music in the air …
155,Lover Come Back,G,Ed Waesche,Revival,Sean Milligan,Ballad,,3,,Ballad,"You went away, I let you, we broke …"
520,Lovin' Touchin' Squeezin',F,Dan Wessler,--,,Pop,,,,,"Doot doo doot …You make me weep, and wanna …"
158,Lullaby In Ragtime,G,Bill Mitchell,Boston Common,Chris Arnold,Medium,02:30,2,,Medium,Do Do Do Won't you play …
157,Lullabye (Goodnight My Angel),Ab,Kirk Young,Gas House Gang,Tim Waurick,Ballad,03:56,,Popular,Ballad,"Do do, do do do do do do … Goodnight …"
159,Ma! She's Makin' Eyes At Me,C,Mo Rector,Chiefs of Staff,Tim Waurick,Uptune,02:24,,,Uptune,Here's a story 'bout a bashful mama's boy …
160,Make 'Em Laugh,D,Clay Hine,Keepsake,Tim Waurick,Uptune,02:12,,,Uptune,Listen now (listen now) one an' all (one an' …
161,Mam'selle,G,Tom Sando,Vocal Spectrum,Tim Waurick,Ballad,02:34,,,Ballad,"A small café, Mam’selle, a rendezvous …"
350,Man of Constant Sorrow,F,Aaron Dale,--,Kohl Kitzmiller,Spiritual,01:58,,Spiritual,,In constant sorrow all through his days …
522,Many Tears Ago,C,Michael Webber,--,Michael Webber,,,,,,Doo ba ba doo … They said your cheatin' heart …
377,Mary Won't Marry Me,C,John von Haden,--,Kohl Kitzmiller,Uptune,02:52,,,Uptune,Oh I've been savin' ...
163,Mary's Only In My Dreams,C,Eddie Prior,--,--,Medium,,,,Medium,I have met a lotta girls …
490,May I Never Love Again,E,Renee Craig,Keepsake,Kohl Kitzmiller,,03:15,,,,"Oh, my love, can't you see you mean all …"
164,Midnight Serenade,G,David Wright,Realtime,Shawn Thomas,Uptune,02:20,,,Uptune,Pah pah puh doo pah … shoo bee doo …
468,Midnight Serenade,G,David Wright,Realtime,Kohl Kitzmiller,Uptune,02:20,,,Uptune,Pah pah puh doo pah … shoo bee doo …
97,Mona Lisa,C,Greg Volk,Keepsake,Jordan Litz,Ballad,03:42,,,Ballad,In a villa in a little old Italian town ...
165,Mona Lisa,C,Greg Volk,Keepsake,Tim Brooks,Ballad,03:42,,,Ballad,In a villa in a little old Italian town …
497,"Monday, Monday",F#,Jay Giallombardo,The Mamas and the Papas,Tim Waurick,Pop,03:22,,,,"Ba dah ba da dah dah … Monday, Monday …"
403,Moondance,Gm,Marshall Webb,Max Q,Tim Waurick,Medium,03:14,,,,Well it's a marvelous night for a moondance …
374,Moonlight Becomes You,Ab,Ed Waesche,Power Play,Tim Waurick,Ballad,03:00,1,Movie,Ballad,"Stand there just a moment, darling …"
166,Moonlight Brings Memories of You,B,Jay Giallombardo,Keepsake,Simon Rylander,Ballad,02:54,,,Ballad,Moonlight brings memories of you. I remember …
167,Mr. Sandman/Dream Medley,C,Steve Jamison,--,--,Medium,,,,Medium,
449,Mr. Success,Bb,John Brockman,The Crush,Jordan Litz,,03:18,,,,"I love you, I need you, I want you by my side …"
352,My Cup Runneth Over With Love,Eb,Ardeth Fullmer,Most Happy Fellows,Tim Waurick,Ballad,02:57,2,,Ballad,Doo doo doo … Sometimes in the morning …
168,My Honey's Lovin' Arms,Ab,Don Gray,Bluegrass Student Union,Tim Waurick,Uptune,01:59,4,,Uptune,Ba ba ba bum ba bum … I love your lovin' arms …
169,My Ideal,F,Mark Hale,Michigan Jake,Simon Rylander,Ballad,03:19,,,Ballad,Long ago my heart and mind got together …
331,My Lady Loves to Dance,Bb,Bob Dowma,Happiness Emporium,Randy Rogers,Uptune,,,,Uptune,Right from the start she won my heart …
170,My Mother's Eyes,Eb,Renee Craig,Uptown Sound,Sean Milligan,Ballad,03:15,,,Ballad,Back in childhood days I can remember …
171,My Old Kentucky Home,F,Matt Troy/David Harrington,Crescendo,Tim Brooks,Ballad,,,,Ballad,Oh the sun shines bright on my old Kentucky Home …
277,My Wild Irish Rose,Bb,Don Gray,Roaring Twenties,--,Ballad,,2,,Ballad,"You may sing of your roses, which by other ..."
172,Naughty Angeline,C,Mark Hale,Revival,Jordan Litz,Uptune,03:25,,,Uptune,"Naughty baby, naughty, naughty baby …"
173,Nice Work If You Can Get It,Bb,Ed Waesche,BSQ,Tim Brooks,Uptune,02:21,4,,Uptune,"Take a minute mister, and take a second sister …"
464,Nice Work If You Can Get It,Bb,Ed Waesche,BSQ,Drew Wheaton,Uptune,02:21,4,,Uptune,"Take a minute mister, and take a second sister …"
174,No More Sorrow,Bb,Shelton Kilby,Gas House Gang,Tim Waurick,Spiritual,02:50,,Spiritual,,Hallelujah! There'll be no more sorrow …
338,"No, No, Nora",F,Clay Hine,Four Voices,Tim Waurick,Uptune,02:28,,,Uptune,In the apartment above me
175,Nobody's Sweetheart Now,G,Tom Gentry,Interstate Rivals,--,Uptune,02:56,,,Uptune,"Farewell, Bye bye, ain't it a shame, you're …"
176,North Carolina Is My Home,F,Ed Waesche,--,--,Ballad,,,,Ballad,"North Carolina is my home, here where the ..."
325,O Love That Will Not Let Me Go,C,David Phelps,Gaither Vocal Band,Tim Waurick,Spiritual,,,Spiritual,,O love that will not let me go ...
348,"Ob-La-Di, Ob-La-Da",Bb,Mark Hale,Gas House Gang,Tim Waurick,Uptune,03:39,,,Uptune,Ding 'n ding ding ... doo doo doo ... Desmond has
354,Ode to Joy,Bb,Liz Garnett,--,Thorsten Engels,,,,,,"Freude, schöner Götterfunken, ..."
268,Oh! Look At Me Now!,F,Aaron Dale,OC Times,Tim Waurick,Uptune,02:20,,,Uptune,Never was a romance man ...
177,Old Cape Cod,Ab,Larry Wright,Chiefs of Staff,Tim Brooks,Ballad,02:26,,,Ballad,Church bells chiming on a Sunday morn’ …
178,Old Folks,F,"Warren ""Buzz"" Haeger",Four Renegades,--,Ballad,,,,Ballad,Everyone knows him as Old Folks …
179,Old Folks At Home,Eb,Clay Hine,FRED,Tim Brooks,Ballad,03:38,,,Ballad,"Way down upon the Sewanee River, far, far away…"
180,Old St. Louie,F,David Wright,--,--,Medium,,,,Medium,"Old St. Louie, you and I sittin` on the levee ..."
406,On the Other End of a Kiss,Bb,Steve Hardy,St. Croix Crossing,Randy Rogers,,,,,,If you know how to give me a glow …
303,On the Street Where You Live,Eb,David Wright,Vocal Spectrum,Tim Waurick,Ballad,04:59,4,,Ballad,Darling there's the tree you run to …
181,Once Upon A Time,D,Rob Campbell,Keepsake,Tim Brooks,Ballad,03:41,,,Ballad,Everything was ours (was ours) we were so happy …
182,One For My Baby,G,Roger Payne,State Line Grocery,Tim Brooks,Medium,03:54,4,,Medium,"It’s quarter to three, there's no one in the …"
346,One More Last Chance,Db,Aaron Dale,OC Times,Kohl Kitzmiller,Uptune,02:28,,,Uptune,Ba na no na … She was standin' at the …
183,One Note Samba,Bb,Larry Wright,Realtime,Simon Rylander,Medium,02:02,,,Medium,This is just a little samba built upon a …
184,Operator,G,Ed Waesche,--,Tim Brooks,Spiritual,,,Spiritual,,"Operator, give me information. Information ..."
185,Orange Colored Sky,C,Greg Volk,Acoustix,Tim Waurick,Uptune,02:58,,,Uptune,Ca-rashin' and-uh bangin' and-uh Alakazam …
186,Over The Rainbow,Eb,Ed Waesche,Second Edition,Tim Brooks,Ballad,03:54,,Movie,Ballad,When all the world is a hopeless jumble …
187,Paddlin' Madelin' Home,Eb,Dennis Driscoll,--,Dealer's Choice,Uptune,,,,Uptune,If you could canoe a canoe …
188,Paper Doll,F,Lou Perry,Classic Collection,Tim Brooks,Medium,02:39,,,Medium,I guess I`ve had a million dolls or more ...
478,Paralyzed,E,Brian Mastrull,Prime Time,Tim Waurick,,03:04,,,,"Couldn't walk, couldn't talk, tried to flirt ..."
189,Peg O' My Heart,C,Ed Waesche,Bluegrass Student Union,Tim Brooks,Medium,02:21,4,,Medium,"Oh, my heart’s in a whirl over one little girl …"
304,Philadelphia Freedom,Ab,Jeremy Johnson,Three Men and a Melody,Kohl Kitzmiller,Medium,03:20,,,Medium,"Doo doo … Well, I used to be a rolling …"
190,Please Don't Talk About Me When I'm Gone,Eb,Ed Waesche,Bluegrass Student Union,Tim Waurick,Uptune,02:49,,,Uptune,Now the time has come to say goodbye. …
193,Polka Dots and Moonbeams,F,John Bober,Power Play,Tim Waurick,Medium,02:23,,,Medium,Doo doo doo doo doo … Would you care to hear …
194,Put Your Head On My Shoulder,F,Aaron Dale,OC Times,Tim Waurick,Medium,04:23,,,Medium,As the evening hours grow ever so near …
396,Puttin' on the Ritz,Bbm,Larry Wright,Most Happy Fellows,Tim Waurick,Uptune,02:33,,,Uptune,"High hats, collars, white spats an' dollars …"
