Song Title|Voicing|Arranger
Light of a Clear Blue Morning|SSAA|Kohl Kitzmiller
Lillette|TTBB|Brian Mastrull
Lily’s Eyes|TTBB|Ben Maloney
Listen|TTBB|Theodore Hicks
Little Jack Frost Get Lost!|TTBB|Mo Field
Little Pal (Parody)|TTBB|Clay Hine
Lo, How a Rose E’er Blooming|SATB|Barbershop Harmony Society
Loch Lomond|TTBB|Jonathan Quick
Long as I’m Here with You|TTBB|Grant Goldstein
Longer|TTBB|Dave Ebersole
Looking for a Girl|TTBB|Kohl Kitzmiller
Lost (A Wonderful Girl)|TTBB|Robert Rund
Louder Than Words|SATB|Melody Hine
Love|TTBB|Kohl Kitzmiller
Love is an Open Door|SATB|Rasmus Krigstrom
Love Like This|TTBB|Kohl Kitzmiller
Love Me or Leave Me|TTBB|Patrick McAlexander
Love Medley|TTBB|Robert Rund
Love Story|TTBB|Greg Backwell
Love Walked In|TTBB|David Wright
Love You Madly|SATB|Patrick McAlexander
Love You Madly|TTBB|Patrick McAlexander
Lovely|SSAA|Amanda Sandroni
Lovesick Blues|TTBB|Robert Rund
Lower Your Expectations (If You Want Love)|TTBB|Paul Keller
Lullabye (Goodnight, My Angel)|SATB|Kirk Young
M-O-T-H-E-R|TTBB|Kirk Roose
Magic to Do|SATB|Larry Triplett
Make ‘Em Laugh|TTBB|Mark Goodney
Make You Feel My Love|TTBB|Bert Phillips
Maneater|TTBB|Kohl Kitzmiller
Mango Tree|SATB|Kohl Kitzmiller
Mary Did You Know?|TTBB|Theodore Hicks
Mary Won’t Marry Me|TTBB|John Von Haden
May I Never Love Again|TTBB|Renee Craig
May Our Paths Meet Again|SATB|Wayne Grimmer
Me and Mrs. Jones|TTBB|Steve Tramack
Memories (Version A)|SSAA|Kohl Kitzmiller
Memories (Version B)|SSAA|Kohl Kitzmiller
Men of Song|TTBB|Mark Goodney
Merry Christmas|TTBB|Grant Goldstein
Michael Jackson Medley|SATB|Joelle Laginess
Midnight Serenade|TTBB|David Wright
Midnight Train to Georgia|SSAA|Kohl Kitzmiller
Mister Rogers Medley|SATB|Kohl Kitzmiller
Mondovi Fight Song|TTBB|Kohl Kitzmiller
Monsters|TTBB|Kohl Kitzmiller
Moon Pretty Moon|TTBB|John Brockman
Moon River|SATB|Kohl Kitzmiller
Moon River|SSAA|Kohl Kitzmiller
Moon River|TTBB|Jim Clancy
Moon River|TTBB|Kohl Kitzmiller
Moonlight Serenade|TTBB|Ron Cappuccio
Moses Supposes|TTBB|Mark Goodney
Motown Medley|TTBB|David Wright
Mr. Blue Sky|SATB|Kohl Kitzmiller
Mr. Blue Sky|SSAA|Kohl Kitzmiller
Mr. Blue Sky|TTBB|Deke Sharon, Ben Bram
Mr. Blue Sky|TTBB|Kohl Kitzmiller
Mr. Blue Sky – Learning Track|SATB|Kohl Kitzmiller
Mr. Blue Sky – Mix|SATB|Kohl Kitzmiller
My Blushin’ Rosie|TTBB|Aaron Dale
My Dream is Yours|TTBB|Ron James
My Eyes Adored You|TTBB|Jeremey Johnson
My Father’s Son|TTBB|Rob Campbell
My Foolish Heart|TTBB|Brent Graham
My Funny Valentine|TTBB|Scott Kitzmiller
My Girl|SATB|Rob Campbell
My Life|TTBB|Liz Garnett
My Lord and I|TTBB|Kevin Keller
My Lost Soprano|TTBB|Kohl Kitzmiller
My Lovely One|TTBB|Mike Menefee
My Melancholy Baby|TTBB|Dennis Driscoll, Ed Waesche, Mark Hale
My Romance|TTBB|David Zimmerman
My Way|TTBB|Patrick McAlexander
My Wish|TTBB|David Zimmerman
Never Gonna Give You Up|TTBB|Patrick McAlexander
Never Gonna Not Dance Again|SSAA|Kohl Kitzmiller
Never Too Late|TTBB|Theodore Hicks
Nevertheless|TTBB|Mark Goodney
New Words|TTBB|Craig Minor
New York Medley|TTBB|Robert Rund
New York State of Mind|SSAA|Kohl Kitzmiller
New York State of Mind|TTBB|Wayne Grimmer
New York State of Mind – Learning Track|SSAA|Kohl Kitzmiller
New York State of Mind – Mix|SSAA|Kohl Kitzmiller
Nice Work if You Can Get It|SSAA|Kohl Kitzmiller
Nine People’s Favorite Thing|TTBB|Kohl Kitzmiller
No One is Alone-Not While I’m Around Medley|SATB|Steve Tramack
No One Knows|TTBB|Tom Gentry
No One Knows Who I Am|SSAA|Kyle Kitzmiller
Noah Part I – The Animals|TTBB|Patrick McAlexander
Noah Part II – The Flood|TTBB|Patrick McAlexander
Nobody Does It Like Me|TTBB|Kyle Snook
Nothing Can Change This Love|TTBB|John Von Haden
Nothing Can Change This Love|TTBB|Theodore Hicks
Nowhere to Go But Up-Let’s Go Fly a Kite Medley|TTBB|Steve Tramack
Nursery Rhyme Medley|TTBB|Kohl Kitzmiller
O Christmas Tree|SATB|Barbershop Harmony Society
O Come, All Ye Faithful|SATB|Barbershop Harmony Society
O Holy Night!|SATB|Barbershop Harmony Society
O Little Town of Bethlehem|SATB|Barbershop Harmony Society
Oh Danny Boy|TTBB|Nick Bryant
Oh Death|TTBB|Kohl Kitzmiller
Oh, Look at Me Now|TTBB|Dave Briner
Ol Me Better|TTBB|Clay Hine
Old Folks|TTBB|Robert Rund
On a Wonderful Day Like Today|TTBB|Aaron Dale
On Broadway|TTBB|Greg Volk
On Green Dolphin Street|TTBB|Scott Kitzmiller
On My Own|SSAA|Kohl Kitzmiller
On the Street Where You Live|SATB|Kohl Kitzmiller
On the Street Where You Live|TTBB|Steve Tramack
Once Upon a Dream|TTBB|Patrick McAlexander
Once Upon a Dream|TTBB|Steve Tramack
One Alone|TTBB|Ron James
One For My Baby|TTBB|Mark Goodney
One Hand, One Heart|TTBB|Kohl Kitzmiller
One Mint Julep|SSAA|Kohl Kitzmiller
One More Last Chance|TTBB|Aaron Dale
One Rock N Roll Too Many|TTBB|Nick Bryant
One Rock N Roll Too Many All|TTBB|Nick Bryant
One Sweet Day|TTBB|Dave Ebersole
Opening Band|TTBB|Nick Taber, Henrik Rosenberg
Orange Colored Sky|TTBB|Patrick McAlexander
Our Town|TTBB|Matt Astle
Over the Rainbow|SATB|Ed Waesche
Over the Rainbow|TTBB|Kohl Kitzmiller
Pack Up Your Sins and Go to the Devil-Everybody Step Medley|TTBB|Bill Stauffer
Paralyzed|TTBB|Brian Mastrull
Paralyzed – Learning Track|SATB|Brian Mastrull
Paralyzed – Mix|SATB|Brian Mastrull
Perfect|TTBB|Theodore Hicks
Philadelphia Freedom|TTBB|Jeremey Johnson
Piano Man|TTBB|Patrick McAlexander
Please Come Home For Christmas|SATB|Kohl Kitzmiller
Please Come Home For Christmas|SSAA|Kohl Kitzmiller
Please Come Home For Christmas|TTBB|Kohl Kitzmiller
Popular|TTBB|Rob Campbell
Pretty Paper|TTBB|Bert Phillips
Prop Me Up Beside the Jukebox (If I Die)|TTBB|Brian Mastrull
Proud Mary|TTBB|Kohl Kitzmiller
Put Your Arms Around Me, Honey|TTBB|Aaron Dale
Rainbow Connection|TTBB|Ben Harding
Reaching for the Moon|TTBB|Robert Rund
Remember Me|TTBB|Jon Nicholas
Return to Sender|SSAA|Kohl Kitzmiller
Rock and Rock Medley|TTBB|Tom Gentry
Rock and Roll Band|TTBB|Grant Goldstein
Rock Around the Clock|SATB|Jon Nicholas
Rocky Top|TTBB|Joe Liles
Route 66-Take the ‘A’ Train Medley|SATB|Kohl Kitzmiller
Route 66-Take the ‘A’ Train Medley|SSAA|Kohl Kitzmiller
Route 66-Take the ‘A’ Train Medley|TTBB|Kohl Kitzmiller
Royals|TTBB|Simon Arnott
Rubber Duckie|SATB|Scott Kitzmiller
Rubber Duckie|TTBB|Scott Kitzmiller
Run to You|SATB|Ben Bram, Pentatonix
Run, Freedom, Run!|TTBB|Theodore Hicks
Saints Medley|TTBB|Theodore Hicks
Santa Claus is Coming to Town|SATB|Steve Tramack
Santa Claus is Coming to Town|TTBB|Mark Hale, Dave Briner
Santa Claus is Coming to Town|TTBB|Rasmus Krigstrom
Santa Fe|TTBB|Theodore Hicks
Saturday in the Park|TTBB|John Brockman
Saturday Night is the Loneliest Night in the Week|TTBB|Ron James
Save the Last Dance for Me|TTBB|Kohl Kitzmiller
Save Your Sorrow (For Tomorrow)|TTBB|Patrick McAlexander
Say Has Anybody Seen My Sweet Gypsy Rose?|TTBB|Mark Goodney
School Days|TTBB|Ron James
Scotch and Soda|SSAA|Scott Kitzmiller
Seasons of Love|TTBB|Robert Rund
Seize the Day|TTBB|Theodore Hicks
Send in the Clowns|TTBB|Theodore Hicks
Sentimental Journey|SSAA|Audrey Oakley
September|TTBB|Kohl Kitzmiller
September|TTBB|Steve Tramack
September in the Rain|TTBB|Walter Latzko
September Song|TTBB|Roy Keys
Settle For Me|TTBB|Patrick McAlexander
Seven Bridges Road|TTBB|Jeremey Johnson
Seven Wonders|TTBB|Rasmus Krigstrom
Sh-Boom (Life Could Be a Dream)|SATB|Dave Briner
She Used to Be Mine|TTBB|Theodore Hicks
She Walks in Beauty|SATB|David Zimmerman
She’s Got a Way|TTBB|Theodore Hicks
Should I-What a Little Moonlight Can Do Medley|TTBB|Kohl Kitzmiller
Show Me Where the Good Times Are|SATB|Gene Cokeroft, Dot Short
Shut Up and Dance|TTBB|Wayne Grimmer
Side By Side (Parody)|TTBB|Dave Briner
Silent Night|SATB|Barbershop Harmony Society
Silent Night|TTBB|Barbershop Harmony Society
Silent Night|TTBB|Joe Johnson, Bob Shami
Silhouettes|SATB|Tom Gentry
Silver Bells|TTBB|Greg Lyne
Simple Gifts-Shenandoah Medley|TTBB|David Zimmerman
Since I Fell For You|TTBB|Robert Rund
Sing a Song-I’d Like to Teach the World to Sing Medley|TTBB|David Phelps
Sing That Song (Heart and Soul)|SATB|Kohl Kitzmiller
Sioux City Sue|TTBB|Bob Graham
Sioux City Sue – Learning Track|TTBB|Bob Graham
Sioux City Sue – Mix|TTBB|Bob Graham
Sleep|SATB|Eric Whitacre
Smile Away Each Rainy Day|TTBB|Mark Goodney
Smilin’ Through|TTBB|Lou Perry
Sold!|TTBB|Aaron Dale
Somebody Else is Taking My Place|TTBB|Mark Goodney
Somebody Else is Taking My Place-On a Slow Boat to China Medley|TTBB|Dave Briner
Somebody Stole My Gal-Oh, How I Miss You Tonight Medley|TTBB|Dave Briner
Somebody to Love|SATB|Kevin Keller
Someday (You’ll Want Me to Want You)|TTBB|Ron James
Someone in the Crowd|TTBB|David Harrington
Someone Like You|SATB|Kohl Kitzmiller
Something to Shout About|TTBB|Theodore Hicks
Somewhere|SATB|Robert Edgerton
Somewhere Out There|SATB|Kohl Kitzmiller
Somewhere Out There|SSAA|Kohl Kitzmiller
Somewhere Out There|TTBB|Kohl Kitzmiller
Song For Jeannie|TTBB|Brian Mastrull
Soon I Will Be Done|SSAA|David Zimmerman
Soon I Will Be Done|TTBB|David Zimmerman
Speechless|TTBB|John Von Haden
Spend My Life With You|SSAA|Kyle Kitzmiller
Spend My Life With You|TTBB|Kyle Kitzmiller
Spend My Life With You|TTBB|Rob Hopkins
Spongebob Medley|TTBB|Kohl Kitzmiller
Spread the Love Around|SATB|Steve Tramack
Spring Can Really Hang You Up the Most|SATB|Scott Kitzmiller
Stand By Me|SATB|Steve Delehanty
Stand Out|TTBB|Aaron Dale
Star Spangled Banner|TTBB|Jim Clancy
Star Wars Medley|TTBB|Patrick McAlexander
Stardust|SATB|Kohl Kitzmiller
Stardust|SSAA|Kohl Kitzmiller
Stardust|TTBB|Kohl Kitzmiller
Stay|TTBB|Kohl Kitzmiller
Stay Awake|SATB|Kohl Kitzmiller
Stay Awake All|SATB|Kohl Kitzmiller
Stay in Here|TTBB|Dominick Finetti
Still Crazy After All These Years|TTBB|Kirk Young
Still the One|TTBB|Kohl Kitzmiller
Still the One|TTBB|Rob Hopkins
Stonehenge|TTBB|Anthony Bartholomew
Stop Forwarding That Crap to Me|TTBB|Kohl Kitzmiller
Stronger (What Doesn’t Kill You)|SSAA|Kohl Kitzmiller
Stuff Like That There|SSAA|Scott Kitzmiller
Sugar|SATB|Wayne Grimmer
Sugar|TTBB|Wayne Grimmer
Sugar and Booze|SATB|Kohl Kitzmiller
Sugar and Booze|SSAA|Kohl Kitzmiller
Summer|SATB|Kohl Kitzmiller
Summer Wind|TTBB|Patrick McAlexander
Supercalifragilisticexpialidocious|SSAA|Anthony Bartholomew
Supercalifragilisticexpialidocious|TTBB|Anthony Bartholomew
Superhero Medley|TTBB|Patrick McAlexander
Sweet Caroline|SATB|Dylan Oxford, A Mighty Wind
Sweet Caroline|TTBB|Mark Goodney
Sweet Child O’ Mine|SATB|Kohl Kitzmiller
Sweet Child O’ Mine|SSAA|Kohl Kitzmiller
Sweet Child O’ Mine|TTBB|Kohl Kitzmiller
Sweet Little Girl|TTBB|Kohl Kitzmiller, Kyle Kitzmiller
Sweet Valentine (You’re the Flower of My Heart, Sweet Adeline)|SATB|Barbershop Harmony Society
Sweet Valentine (You’re the Flower of My Heart, Sweet Adeline)|TTBB|Barbershop Harmony Society
Swing Down, Chariot|SATB|The Vagabonds
Swinging on a Star|TTBB|Steve Tramack
Sylvia|TTBB|David Zimmerman
Take a Look at Us Now|TTBB|Kohl Kitzmiller
Take Me or Leave Me|SATB|Kohl Kitzmiller
Take Me to the World|SATB|Theodore Hicks
Take On Me|TTBB|Dan Wessler
Taking a Chance on Love|TTBB|Jay Giallombardo
Tell All the World About You|TTBB|Kyle Snook
Ten Feet Off the Ground|TTBB|Val Hicks
Thank You For Being a Friend|TTBB|Patrick McAlexander
Thankful|TTBB|Kohl Kitzmiller
That’s All|TTBB|Kohl Kitzmiller
That’s All|TTBB|Kyle Kitzmiller
That’s Christmas to Me|TTBB|Kohl Kitzmiller
That’s How You Know|SSAA|Kohl Kitzmiller
That’s Immoral|TTBB|Roger Payne
That’s Life|SATB|Barbershop Harmony Society
That’s What Friends Are For|TTBB|Clay Hine
The 59th Street Bridge Song|TTBB|Mark Goodney
The Andrews Sisters Medley|SATB|Mark Jennings
The Armed Forces Medley|TTBB|Theodore Hicks
The Barbershop Cliché|TTBB|Kohl Kitzmiller
The Best Thing For You|SSAA|Kohl Kitzmiller
The Best Thing For You|TTBB|Kohl Kitzmiller
The Best Things Happen While You’re Dancing|SATB|David Harrington
The Chordbuster March|SSAA|W.A. Wyatt
The Christmas Song (Chestnuts)|SSAA|Kohl Kitzmiller
The Christmas Song (Chestnuts)|TTBB|Joe Liles
The Curse of an Aching Heart|TTBB|Kohl Kitzmiller
The Dance|TTBB|Patrick McAlexander
The Elements|TTBB|Kohl Kitzmiller
The Folks Who Live on the Hill|TTBB|Dave Briner
The Greatest Love of All|TTBB|Dave Ebersole
The Greatest Show|SSAA|Kohl Kitzmiller
The Holiday Season-Happy Holiday|TTBB|Adam Scott
The House I Live In|TTBB|Ed Waesche
The Impossible Dream|TTBB|Scott Kitzmiller
The Impossible Dream|TTBB|Theodore Hicks
The Lady in Red (Chris de Burgh)|SSAA|Kohl Kitzmiller
The Lion Sleeps Tonight|SATB|Scott Turnbull
The Little Drummer Boy-Peace on Earth Medley|SATB|Grant Goldstein
The Longest Time|SATB|Tom Gentry
The Lord’s Prayer|TTBB|Jim Clancy
The Lord’s Prayer|TTBB|Joe Liles, Tom Gentry
The Love Nest|TTBB|Joe Colon
The Luckiest|TTBB|Patrick McAlexander
The Man in the Looking Glass|TTBB|Larry Triplett
The Man with the Bag|TTBB|Theodore Hicks
The Men of Song Are Dying|TTBB|Mark Goodney
The Motown Song|TTBB|Dave Ebersole
The New Frankie and Johnny|SATB|The Four Renegades
The Object of My Affection|TTBB|Ron James
The Old Songs|TTBB|Barbershop Harmony Society
The Place Where the Lost Things Go|TTBB|Theodore Hicks
The Roses of Success|TTBB|Mark Goodney
The Sally Gardens|TTBB|Theodore Hicks
The Schoolful of Sugar|SSAA|Anthony Bartholomew
The Story of the Rose (Heart of My Heart)|SATB|Barbershop Harmony Society
The Story of Tonight|TTBB|Craig Minor
The Things We Do For Love|TTBB|Kohl Kitzmiller
The Trolley Song|SATB|Kohl Kitzmiller
The Trolley Song|TTBB|Kohl Kitzmiller
The Very Thought of You|SATB|Scott Kitzmiller
The Violet Hour-You in This Light Medley|TTBB|Theodore Hicks
The Way|TTBB|Josh Ehrlich
The Way You Look Tonight|TTBB|Mark Hale
The Wells Fargo Wagon|TTBB|Patrick McAlexander
The Windmills of Your Mind|SATB|Sy Mann
Their Hearts Were Full of Spring|TTBB|Aaron Dale
Theme From “Bewitched”|TTBB|Scott Kitzmiller
Theme From “New York, New York”|TTBB|Patrick McAlexander
There is a Meeting Tonight|TTBB|Michael Weber
There is a Tavern in the Town|TTBB|Mark Goodney
There Will Never Be Another You|TTBB|Ron James
There’s a Boat That’s Leaving Soon For New York|SSAA|Kohl Kitzmiller
There’s a Boat That’s Leaving Soon For New York|TTBB|Kohl Kitzmiller
There’s a Fine, Fine Line|SSAA|Theodore Hicks
There’s A Fine, Fine Line – Learning Track|SSAA|Theodore Hicks
There’s A Fine, Fine Line – Mix|SSAA|Theodore Hicks
They All Laughed|TTBB|Walter Latzko
They Just Keep Moving the Line|SATB|Kohl Kitzmiller
They Just Keep Moving the Line|SSAA|Kohl Kitzmiller
They Just Keep Moving the Line|TTBB|Kohl Kitzmiller
They Say It’s Wonderful|TTBB|Katie Farrell
Thinking Out Loud|TTBB|Kirby Shaw
This Could Be the Start of Something Big!|SSAA|Scott Kitzmiller
This Could Be the Start of Something Big!|TTBB|Scott Kitzmiller
This Is It (Overture, Curtain, Lights)|SATB|Larry Wright
This Is It (Overture, Curtain, Lights)|TTBB|Larry Wright
This is Me|SSAA|Kohl Kitzmiller
This Time Around|SATB|Kohl Kitzmiller
Those Were the Days|TTBB|Mark Goodney
Tights of the Round Table|TTBB|Kohl Kitzmiller, Theodore Hicks
Til I Hear You Sing|TTBB|Theodore Hicks
Till Then|TTBB|Mark Goodney
Till We Reach That Day|TTBB|Justin Miller
Time After Time (Parody)|SSAA|Jim Arns
To Let a Good Thing Die|TTBB|Kohl Kitzmiller
Together Again|TTBB|Aaron Dale
Together Again (Parody)|TTBB|Patrick McAlexander
Together, Wherever We Go|TTBB|Kohl Kitzmiller
Togetherness|TTBB|Kohl Kitzmiller
Tomorrow Never Dies|TTBB|Kohl Kitzmiller
Tonight – Learning Track|SATB|Theodore Hicks
Tonight – Mix|SATB|Theodore Hicks
Too Close For Comfort|SATB|Kohl Kitzmiller
Too Close For Comfort|SSAA|Kohl Kitzmiller
Too Close For Comfort|TTBB|Kohl Kitzmiller
Too Old|TTBB|Don Gray
Traffic Jam|SATB|Melody Hine
Under the Boardwalk|SATB|Barbershop Harmony Society
Under the Sea|TTBB|Theodore Hicks
United We Stand|TTBB|Dave Ebersole
Unredeemable|TTBB|Kohl Kitzmiller
Up the Ladder to the Roof|SATB|Kari Francis
Uptown Funk|SSAA|Kohl Kitzmiller
Uptown Funk|TTBB|Grant Goldstein
Variations On Its A Sin To Tell A Lie|TTBB|Kohl Kitzmiller
Variations On Its A Sin To Tell A Lie All|TTBB|Kohl Kitzmiller
Wagon Wheel|TTBB|Aaron Dale
Wait 'Til You See What's Next|TTBB|Kohl Kitzmiller
Wait 'Til You See What's Next All|TTBB|Kohl Kitzmiller
Wait and See|TTBB|Ron James
Wake Me Up Before You Go-Go|TTBB|Nick Luna
Walkin’ My Baby Back Home|TTBB|Ron James
Wave|TTBB|Mark Jennings
We Wish You a Merry Christmas|SATB|Barbershop Harmony Society
We Wish You Happiness (Russian)|SATB|Steve Delehanty
We’re Doing a Swan Set|TTBB|Patrick McAlexander
We’re Takin’ Over Your Barbershop Style|TTBB|Roger Payne
We’ve Got a World That Swings|TTBB|Grant Goldstein
Weasel Stomping Day|TTBB|Kyle Kolebuck
Weekend in New England|TTBB|Nick Bryant
Welcome Christmas|TTBB|Dan Austin
Welcome to the Black Parade|TTBB|Kohl Kitzmiller
Wellerman|SATB|Kohl Kitzmiller
Wellerman|SSAA|Kohl Kitzmiller
Wellerman|TTBB|Kohl Kitzmiller
West Side Story Medley|TTBB|Walter Latzko
Wexford Carol|TTBB|Theodore Hicks
What a Funny Girl (You Used to Be)|TTBB|Rasmus Krigstrom
What a Wonderful World|SATB|Bob Long
What a Wonderful World|TTBB|Dave Briner
What a Wonderful World|TTBB|Maurice Debar
What a Wonderful World|TTBB|Russ Foris
What Christmas Means to Me|TTBB|Kohl Kitzmiller
What I Did for Love|TTBB|Theodore Hicks
What I Want is a Proper Cup of Coffee|TTBB|Kohl Kitzmiller
What Kind of Fool Am I?|SATB|Kohl Kitzmiller
What Kind of Fool Am I?|TTBB|David Harrington
What Matters Most|TTBB|Steve Tramack
What Will I Tell My Heart?|TTBB|Ron James
What You’d Call a Dream|TTBB|Dan Wessler
What’ll I Do?|SATB|Ed Waesche, Renee Craig
What’s He Tellin’ Helen?|TTBB|Walter Latzko
What’s New?|TTBB|Ron James
When a Man Loves a Woman|TTBB|Steve Tramack
When Christmas Comes Around|SATB|Adam Scott
When Christmas Comes Around|TTBB|Adam Scott
When Christmas Comes to Town|TTBB|Brent Graham
When Clouds Have Vanished and Skies are Blue|TTBB|Ron James
When Did You Leave Heaven?|TTBB|Robert Rund
When I Go Home|SSAA|Kohl Kitzmiller
When I Go Home|TTBB|Kohl Kitzmiller
When I Grow Too Old to Dream|TTBB|Ron James
When I Grow Too Old to Sing|TTBB|Don Gray
When I Grow Up|TTBB|Patrick McAlexander
When I Have Sung My Songs|TTBB|David Zimmerman
When I Leave the World Behind|TTBB|Dave Briner
When I Lift Up My Head|SATB|David Wright
When I Lost You|SATB|Steve Tramack
When Johnny Comes Marching Home|TTBB|Kohl Kitzmiller
When She Loved Me|TTBB|Kohl Kitzmiller
When Sunny Gets Blue|SSAA|Kohl Kitzmiller
When You Believe (Chorus)|SSAA|Kohl Kitzmiller
When You Believe (Quartet)|SSAA|Kohl Kitzmiller
When You Come to the End of the Day|TTBB|Ron James
When You’re Smiling-Sunny Side Up Medley|SATB|Renee Craig
Where Am I? (Am I in Heaven?)|TTBB|Brian Mastrull
Where is Love?|TTBB|Frank Bloehaum
Where the Blue of the Night (Meets the Gold of the Day)|TTBB|Ron James
Where’ve You Been?|TTBB|Kirk Young
While By My Sheep|SATB|Barbershop Harmony Society
Who Can I Turn To?|TTBB|Adam Scott
Will You Remember?|TTBB|Ron James
Will You Still Love Me Tomorrow|TTBB|Steve Tramack
Winter Wonderland|SATB|Ed Waesche
Winter Wonderland|TTBB|Ed Waesche
Wishin’ Boot|TTBB|Anthony Bartholomew
Without a Song|SATB|Sam Hubbard
Without You|TTBB|Kohl Kitzmiller
World Anthem|TTBB|Ray Delaney
Writing’s On the Wall (Chorus)|TTBB|Kohl Kitzmiller
Writing’s On the Wall (Quartet)|TTBB|Kohl Kitzmiller
Yes Indeed|SATB|Earl Moon
Yesterday|SATB|Tom Gentry
Yesterday|TTBB|Tom Gentry
You Always Hurt the One You Love|TTBB|Mark Goodney
You and I|SATB|Kyle Kitzmiller
You and Me (But Mostly Me)|SSAA|Kohl Kitzmiller
You Are My Sunshine|TTBB|Clay Hine
You Are the Sunshine of My Life|TTBB|Dave Ebersole
You Can Never Find an Elf When You Need One|TTBB|Dave Ebersole
You Can Sing Well, Joey Buss!|TTBB|Theodore Hicks
You Can’t Stop the Beat|SATB|Kohl Kitzmiller
You Can’t Stop the Sun|SATB|Wayne Grimmer
You Can’t Stop the Sun|TTBB|Wayne Grimmer
You Make Me Feel So Young|TTBB|Don Gray
You Took Advantage of Me|TTBB|Aaron Dale
You Will Be Found|SATB|Steve Tramack
You Will Be Found|SSAA|McKay Crockett
You’ll Never Walk Alone|SSAA|Kohl Kitzmiller
You’ll Never Walk Alone|TTBB|Kohl Kitzmiller
You’re Just in Love|SATB|Joni Bescos
You’re My Sugar|SATB|Kohl Kitzmiller
You're Nobody 'Til Somebody Loves You|TTBB|Mark Goodney
You're Nobody 'Til Somebody Loves You All|TTBB|Mark Goodney
You’re Still You|TTBB|Theodore Hicks
You’re the First, the Last, My Everything|TTBB|Kohl Kitzmiller
You’re the Only Girl For Me|SATB|Renee Craig
You’re Welcome|TTBB|Wayne Grimmer
You’ve Got a Friend in Me|SATB|Dan Wessler
You’ve Got a Friend in Me|TTBB|Kohl Kitzmiller
You’ve Lost That Lovin’ Feelin’|TTBB|Ron Cappuccio
Your Heart is as Black as Night|TTBB|Dan Wessler
Your Song|TTBB|Michael Ogden
Zazz|TTBB|Kohl Kitzmiller
Zing! Went the Strings of My Heart-Get Me to the Church on Time Medley|TTBB|Kohl Kitzmiller
