Song Title|Voicing|Arranger
FUM FUM FUM|SSAA|Carolyn Johnson
FUN AND FANCY FREE|SSAA|Diana Fraceschi
GAY 90s Medley|SSAA|Jeanne Elmuccio
GEE BUT IT'S GOOD TO BE HERE|SSAA|Joey Minshall
GENTLE MARY LAID HER CHILD|SSAA|Carolyn Johnson
GENTLEMEN Medley|SSAA|Carolyn E. Johnson
GENTLEMEN Medley - YW|SSAA|Carolyn E. Johnson
GEORGIA CABIN DOOR|SSAA|Carolyn Healey
GET A JOB|SSAA|Charlene Yazurlo
GETTING SOME FUN OUT OF LIFE|SSAA|Dave Briner
GETTING TO KNOW YOU|SSAA|Tedda Lippincott
GHOST|SSAA|Joey Minshall
GIRL TALK|SSAA|Charlotte Pernert
GIRL TALK|SSAA|Patsee Parker
GIRL'S NIGHT OUT|SSAA|Charlene Yazurlo
GIRLS JUST WANNA HAVE FUN|SSAA|Carolyn E. Schmidt
GIVE A LITTLE LOVE|SSAA|Carolyn Healey
GIVE IT AWAY|SSAA|Avis Fellows
GIVE ME A BAND AND MY BABY|SSAA|JANICE WHEELER
GIVE ME JUST ONE MINUTE MORE|SSAA|Marie B. Johnson
GIVE ME THE SIMPLE LIFE|SSAA|Connie Kash
GIVE US THIS DAY|SSAA|Doris Twardosky
GIVE US THIS DAY|SSAA|Tedda Lippincott
GLAD TIDINGS ALL TO YOU|SSAA|Carolyn Johnson
GLAD TIDINGS ALL TO YOU - YW|SSAA|Carolyn Johnson
GLITTER IN THE AIR|SSAA|Joey Minshall
GO TELL IT ON THE MOUNTAIN|SSAA|June Berg
GO THE DISTANCE|SSAA|Joey Minshall
GOD BLESS AMERICA|SSAA|Carolyn Johnson
GOD BLESS AMERICA|SSAA|Jarmela Speta
GOD BLESS AMERICA|SSAA|Jo Lund
GOD BLESS AMERICA|SSAA|Tedda Lippincott
GOD BLESS AMERICA (Adult Women)|SSAA|Carolyn Johnson
GOD BLESS AMERICA (Verse)|SSAA|Joan Smith
GOD BLESS THE CHILD|SSAA|Barbara McNeill
GOD BLESS THE U.S.A.|SSAA|Carolyn Healey
GOD BLESS THE U.S.A.|SSAA|Charlene Yazurlo
GOD BLESS THE U.S.A.|SSAA|Linda M. Smith
GOD BLESS THE U.S.A.|SSAA|Tedda Lippincott
GOD HELP THE OUTCASTS|SSAA|Marsha Zwicker
GOD REST YE FRUGAL SHOPPERS|SSAA|Carolyn Johnson
GOD REST YE MERRY GENTLEMEN|SSAA|Carolyn Johnson
GOD SAVE THE QUEEN/KING BRITISH NATIONAL ANTHEM|SSAA|Carolyn Johnson
GOIN' OUT OF MY HEAD|SSAA|Nancy Bergman
GONE|SSAA|Tedda Lippincott
GONNA GET ALONG WITHOUT YOU NOW|SSAA|Mary E. Hager
GONNA GET ALONG WITHOUT YOU NOW|SSAA|Nancy Bergman
GOOD ADVICE|SSAA|Don Gray
GOOD KING WENCESLAS|SSAA|Carolyn Johnson
GOOD MORNING BALTIMORE|SSAA|Michael Gellert
GOOD MORNING THEME|SSAA|Marie B. Johnson
GOOD NEWS/ROCK O MY SOUL/SING YOU - Medley 199|SSAA|Sharon Holmes
GOOD NIGHT|SSAA|Dede Nibler
GOOD NIGHT SWEETHEART|SSAA|Carolyn E. Johnson
GOOD NIGHT SWEETHEART|SSAA|Carolyn Johnson
GOOD NIGHT THEME|SSAA|Marie B. Johnson
GOOD OLD ACAPELLA|SSAA|Chris Moyer
GOOD OLD ACAPELLA|SSAA|Pat LeVezu
GOOD OLD ACAPELLA|SSAA|Tedda Lippincott
GOOD VIBRATIONS|SSAA|Elaine Gain
GOOD VIBRATIONS|SSAA|Jo Lund
GOOD-BYE, MY HONEY LOVE|SSAA|Carolyn Johnson
GOOD-BYE, MY TREASURE CHEST|SSAA|Carolyn Johnson
GOODBYE CRUEL WORLD|SSAA|June Berg
GOODBYE MEDLEY - Lies|SSAA|Mary K. Coffman
GOODNIGHT LITTLE SOLDIER|SSAA|Jean Shook
GOODNIGHT, SWEETHEART, GOODNIGHT|SSAA|Becky L. Wilkins
GOODNIGHT, SWEETHEART, GOODNIGHT|SSAA|Diana DeBruycker
GOODNIGHT, SWEETHEART, GOODNIGHT|SSAA|June Berg
GOODNIGHT, SWEETHEART, GOODNIGHT|SSAA|Susan J. Kegley
GOODNIGHT, WELL IT'S TIME TO GO|SSAA|Charlene Yazurlo
GRANDMA GOT RUN OVER BY A REINDEER|SSAA|Carolyn Healey
GRANDMA GOT RUN OVER BY A REINDEER|SSAA|Louise Hamilton
GRANDMA GOT RUN OVER BY A REINDEER|SSAA|Mary Hager
GRANDPA (TELL ME 'BOUT THE GOOD OLD DAYS)|SSAA|Tedda Lippincott
GREASE MEDLEY|SSAA|Linda Masterson
GREASED LIGHTNIN'|SSAA|Jo Lund
GREEN ACRES THEME|SSAA|Doris Twardosky
GREENFIELDS|SSAA|Connie Kash
GROOVY KIND OF LOVE|SSAA|Chris Moyer
GROWN-UP CHRISTMAS LIST|SSAA|Elaine Gain
HAIL HOLY QUEEN|SSAA|Sharon Vitkovsky
HAIRSPRAY|SSAA|Michael Gellert
HALLELUJAH|SSAA|ELAINE GAIN
HALLELUJAH|SSAA|Gayle Haley
HALLELUJAH|SSAA|June C. Dale
HAPPY|SSAA|Asuka Ichikawa
HAPPY|SSAA|Elaine Gain
HAPPY|SSAA|HOLIDAY Unknown
HAPPY|SSAA|Lauren Kahn
HAPPY|SSAA|Traci Voss
HAPPY BIRTHDAY|SSAA|Jess Curtis
Happy Christmas, War is Over|SSAA|Lynnell Diamond
HAPPY HANUKKAH, MY FRIEND|SSAA|Nancy Bergman
HAPPY HOLIDAY|SSAA|Cheryl Suhr
HAPPY HOLIDAY|SSAA|June Berg
HAPPY TOGETHER|SSAA|Marie Hampton
HAPPY TRAILS|SSAA|June Berg
HARD HEARTED HANNAH|SSAA|Dave Stevens
HARD HEARTED HANNAH|SSAA|LaVeda Redfield
HARD HEARTED HANNAH|SSAA|Michael Gellert
HAVE YOU GOT ANY CASTLES, BABY?|SSAA|June Berg
HE|SSAA|Margaret Swift
HE MAYBE OLD, BUT HE'S GOT YOUNG IDEAS|SSAA|Marie Johnson
HE STARTED THE WHOLE WORLD SINGING|SSAA|Margaret Swift
HE'S A COUSIN OF MINE|SSAA|Connie A. Nickel
HEART|SSAA|Jim Massey
HEART AND SOUL|SSAA|Carolyn Johnson
HEART AND SOUL|SSAA|Louise Hamilton
HEARTACHES|SSAA|Marsha Zwicker
HEAT WAVE|SSAA|Carolyn E. Schmidt
HEAT WAVE|SSAA|Joey Minshall
HELLO MARY LOU|SSAA|Tedda Lippincott
HELLO, YOUNG LOVERS|SSAA|Anna Maria Parker
HELP, I'M TURNING INTO MY PARENTS|SSAA|Jim Massey
HELP, I'M TURNING INTO MY PARENTS|SSAA|Nancy Shumard
HERCULES|SSAA|Lauren Kahn
HERE AM I, BROKENHEARTED|SSAA|Brent A. Graham
HERE AND NOW|SSAA|Joey Minshall
HERE COME THE CLOWNS|SSAA|Jean McFadyen
HERE COMES SANTA CLAUS|SSAA|Nancy Bergman
HERE COMES SANTA CLAUS|SSAA|Susan Kegley
HERE COMES THE SHOW BOAT|SSAA|David Briner
HERE COMES THE SUN|SSAA|Joan D 'Agostino
HERE I AM, LORD|SSAA|Kay Bromert
HERE WE ARE|SSAA|Lauren Kahn
HERE WE COME A WASSAILING|SSAA|Carolyn E. Johnson
HERE WE COME A WASSAILING - YW|SSAA|Carolyn E. Johnson
HERE, THERE AND EVERYWHERE|SSAA|June Berg
HERE, THERE AND EVERYWHERE (BASS)|SSAA|Carolyn Johnson
HERE, THERE AND EVERYWHERE (LEAD)|SSAA|Carolyn Johnson
HERE'S TO THE HEROES|SSAA|Doris Twardosky
HERNANDO'S HIDEAWAY|SSAA|Bev Sellers
HEY, LOOK ME OVER|SSAA|Nancy Bergman
HEY, SOUL SISTER|SSAA|Elaine Gain
HI NEIGHBOR|SSAA|Marge Bailey
HIGH MIDDLE LOW|SSAA|Sally V Summey
HOLD ME|SSAA|Dotty Hougen
HOLD ME TIGHT (AND SAY HOW MUCH YOU LOVE ME)|SSAA|Molly Rowland
HOLD ON TIGHT|SSAA|Elaine Gain
HOLDING OUT FOR A HERO|SSAA|Jim Arns
HOLDING OUT FOR A HERO|SSAA|Joey Minshall
HOME|SSAA|Timari Thorstenson
HOME (WHERE SHADOWS FALL)|SSAA|Elaine Gain
HOME FOR THE HOLIDAYS (THERE'S NO PLACE LIKE)|SSAA|Debbie A Porter
HOME TOWN BAND|SSAA|LaVeda Redfield
HOME TOWN BAND|SSAA|Sonny Steffan
HONEY-LOVE|SSAA|Carolyn Johnson
HONEY, I'M HOME|SSAA|Corinna Garriock
HONEY, I'M HOME|SSAA|Tedda Lippincott
HONKY TONK MOON|SSAA|Anna Maria Parker
HOOKED ON A FEELING|SSAA|Corinna Garriock
HOOKED ON A FEELING|SSAA|Tedda Lippincott
HOORAY FOR CHRISTMAS|SSAA|Avis Fellows
HOORAY FOR LOVE/GLORY OF LOVE, THE - 307 MEDLEY|SSAA|Marsha Zwicker
HOTEL HALLELU|SSAA|Kathy Barnett
HOUSE OF BLUE LIGHTS|SSAA|Jo Lund
HOW ABOUT ME|SSAA|Charlotte Pernert
HOW ABOUT ME?|SSAA|Wilma Williams
HOW DO YOU OPEN A SHOW WITHOUT A CURTAIN|SSAA|Avis Fellows
HOW LUCKY YOU ARE|SSAA|Marge Bailey
HOW MANY HEARTS HAVE YOU BROKEN?|SSAA|Jim Arns
HOW MANY HEARTS HAVE YOU BROKEN?|SSAA|Marie Johnson
HOW SOON? (Will I Be Seeing You)|SSAA|Joan D'Agostino
HUMBLE AND KIND|SSAA|Lauren Kahn
HUMBUG!|SSAA|Jean Flinn
HYMN FOR A SUNDAY EVENING (Ed Sullivan)|SSAA|Marie Hampton
HYMN OF PROMISE|SSAA|June Berg
I AIN'T DOWN YET|SSAA|JoAnne Ingels
I Ain't Got No Sunshine|SSAA|Carolyn Johnson
I AIN'T GOT NOBODY|SSAA|Carolyn Johnson
I ASKED THE LORD|SSAA|Diana Franceschi
I ASKED THE LORD|SSAA|Kay Bromert
I BELIEVE|SSAA|Joey Minshall
I BELIEVE (2010 Olympic Theme Song)|SSAA|June Dale
I BELIEVE I CAN FLY|SSAA|Molly Rowland
I BELIEVED IT ALL|SSAA|Ardeth Fullmer
I CAIN'T SAY NO|SSAA|Eileen Leotta
I CAN DREAM, CAN'T I?|SSAA|Dede Nibler
I CAN'T BELIEVE I'M LOSING YOU|SSAA|Joni Bescos
I CAN'T BELIEVE I'M LOSING YOU|SSAA|LaVeda A Redfield
I CAN'T STOP LOVING YOU|SSAA|Tedda Lippincott
I CAN'T WAIT TO GET HOME|SSAA|Jean McFadyen
I COULD BE HAPPY WITH YOU (From "The Boyfriend")|SSAA|Diane Clark
I COULD HAVE TOLD YOU|SSAA|Sonny Steffan
I COULDN'T SLEEP A WINK LAST NIGHT|SSAA|Joey Minshall
I CROSS MY HEART|SSAA|Tedda Lippincott
I DON'T CARE IF THE SUN DON'T SHINE|SSAA|Michael Gellert
I DON'T CARE IF THE SUN DON'T SHINE|SSAA|Nancy Bergman
I DON'T KNOW ENOUGH ABOUT YOU|SSAA|Marie Johnson
I DON'T KNOW HOW TO SAY GOODBYE|SSAA|David Briner
I DON'T WANNA GO HOME|SSAA|Sonny Steffan
I DON'T WANT TO SET THE WORLD ON FIRE|SSAA|Marge Bailey
I DON'T WANT TO WALK WITHOUT YOU|SSAA|Nancy Bergman
I DOUBLE DARE YOU|SSAA|Joan Adler
I DOUBLE DARE YOU|SSAA|Sylvia Alsbury
I DREAMED A DREAM|SSAA|David Wright
I FEEL LOVE (BENJI'S THEME)|SSAA|Jackie Kraft
I FINALLY FOUND SOMEONE|SSAA|Tedda Lippincott
I FOUND A MILLION DOLLAR BABY|SSAA|JoAnne Ingels
I GET A KICK OUT OF YOU|SSAA|Carolyn Johnson
I GET ALONG WITHOUT YOU VERY WELL|SSAA|Sonny Steffan
I GET THE BLUES WHEN IT RAINS|SSAA|Anna Maria Parker
I GO FOR THAT|SSAA|Joan D'Agostino
I GOT THE SUN IN THE MORNING|SSAA|Joan D'Agostino
I GUESS I ALWAYS WILL|SSAA|Joe Liles
I HAD SOMEONE ELSE BEFORE I HAD YOU|SSAA|Avis Fellows
I HAD SOMEONE ELSE BEFORE I HAD YOU|SSAA|David Briner
I HAD THE CRAZIEST DREAM|SSAA|Cheryl Suhr
I HAVE DREAMED|SSAA|David Briner
I HEARD IT THROUGH THE GRAPEVINE|SSAA|Charlene Yazurlo
I HEARD IT THROUGH THE GRAPEVINE|SSAA|Dede Nibler
I HOPE YOU DANCE|SSAA|Jean McFadyen
I HOPE YOU DANCE|SSAA|Jim Massey
I HOPE YOU DANCE|SSAA|Tedda Lippincott
I LOVE HOW YOU LOVE ME|SSAA|Sylvia Alsbury
I LOVE LUCY THEME SONG|SSAA|Ryan Heller
I LOVE TO LAUGH|SSAA|Jim Massey
I LOVE YOU FOR SENTIMENTAL REASONS|SSAA|Joanie Adler
I LOVE YOU TRULY|SSAA|June Berg
I MAY NEVER PASS THIS WAY AGAIN|SSAA|Tedda Lippincott
I REMEMBER YOU|SSAA|Diane Butler
I REMEMBER YOU|SSAA|Jim Arns
I REMEMBER YOU|SSAA|Joanne Dockrell
I REMEMBER YOU|SSAA|Sheila Cope
I SAW MOMMY KISSING SANTA CLAUS|SSAA|Hilary Allen
I SAW THREE SHIPS|SSAA|Carolyn E. Johnson
I SAW THREE SHIPS - YW|SSAA|Carolyn E. Johnson
I SWEAR|SSAA|Charlene Yazurlo
I TORE UP YOUR PICTURE WHEN YOU SAID GOODBYE|SSAA|Avis Fellows
I WANNA DANCE WITH SOMEBODY|SSAA|Carolyn Schmidt
I WANNA TALK ABOUT ME|SSAA|Jim Arns
I WANT A HIPPOPOTAMUS FOR CHRISTMAS|SSAA|Jim Massey
I WANT A HIPPOPOTAMUS FOR CHRISTMAS|SSAA|Tedda Lippincott
I WANT TO BE A COWBOY'S SWEETHEART|SSAA|Fran Kerbs
I WANT TO BE A COWBOY'S SWEETHEART|SSAA|Jim Massey
I WANT TO BE SOMEBODY'S BABY GIRL|SSAA|Tom Campbell
I WANT YOU BACK|SSAA|Elaine Gain
I WILL|SSAA|Carolyn E. Johnson
I WILL|SSAA|Carolyn Johnson
I Will Follow Him|SSAA|Karen McCarville
I WILL FOLLOW HIM (YOU)|SSAA|Jeanette Perry
I WILL FOLLOW HIM (YOU)|SSAA|Tedda Lippincott
I WILL NEVER LEAVE YOU|SSAA|Sharon Holmes
I WILL NEVER PASS THIS WAY AGAIN|SSAA|Bev Sellers
I WISH I DIDN'T LOVE YOU SO|SSAA|Diane M. Clark
I WISH I DIDN'T LOVE YOU SO|SSAA|Sharon Holmes
I Won't Say (I'm in Love)|SSAA|Jeana Womble
I WONDER WHO'S KISSING HIM NOW|SSAA|Carolyn E. Johnson
I WONDER WHO'S KISSING HIM NOW|SSAA|Carolyn Johnson
I WRITE THE SONGS|SSAA|Takako Fuke
I'D 'VE BAKED A CAKE (IF I KNEW YOU WERE COMIN')-R|SSAA|Marsha Zwicker
I'D GIVE A MILLION TOMORROWS|SSAA|Nancy Bergman
I'D GIVE THE WORLD TO BE IN MY HOMETOWN|SSAA|Mary K. Coffman
I'D LIKE TO TEACH THE WORLD TO SING|SSAA|Nancy Bergman
I'D LOVE YOU ALL OVER AGAIN|SSAA|Avis Fellows
I'LL ALWAYS BE IN LOVE WITH YOU|SSAA|Joanne Dockrell
I'LL BE HOME FOR CHRISTMAS|SSAA|Nancy Bergman
I'LL BE HOME FOR CHRISTMAS|SSAA|Tedda Lippincott
I'LL BE HOME FOR CHRISTMAS- Medley #288|SSAA|Kay Bromert
I'LL BE SEEING YOU|SSAA|Cheryl D. Suhr
I'LL BE SEEING YOU|SSAA|Sylvia Alsbury
I'LL BE SEEING YOU|SSAA|Tedda Lippincott
I'LL BE YOUR FRIEND UNTIL FOREVER|SSAA|Tedda Lippincott
I'LL FORGET YOU|SSAA|Linda Edmondson
I'LL GET BY (AS LONG AS I HAVE YOU)|SSAA|Nancy Bergman
I'LL GET BY (AS LONG AS I HAVE YOU)|SSAA|Tedda Lippincott
I'LL MISS YOU WHEN YOU'RE GONE|SSAA|Barbara McNeill
I'LL WALK ALONE|SSAA|David Briner
I'M A LONESOME MELODY|SSAA|Carolyn Johnson
I'M A LONESOME MELODY - YW|SSAA|Carolyn Johnson
I'M A WOMAN|SSAA|Nancy Bergman
I'M ALONE BECAUSE I LOVE YOU|SSAA|Jo Lund
I'M ALONE BECAUSE I LOVE YOU|SSAA|Marie B. Johnson
I'M ALWAYS CHASING RAINBOWS|SSAA|Anna Maria Parker
I'M CONFESSIN' (THAT I LOVE YOU)|SSAA|Tedda Lippincott
I'M GOING TO LIVE 'TIL I DIE|SSAA|Jeannie Vercillo
I'M GONNA MARRY HARRY|SSAA|Carolyn Johnson
I'M GONNA SIT RIGHT DOWN AND WRITE MYSELF A LETTER|SSAA|Bev Sellers
I'M GONNA SIT RIGHT DOWN AND WRITE MYSELF A LETTER|SSAA|Tedda Lippincott
I'M IN A HURRY (AND DON'T KNOW WHY)|SSAA|Mary Hager
I'M IN LOVE WITH A BRAND NEW BABY|SSAA|June Berg
I'M IN LOVE WITH THE SOUND EFFECTS MAN|SSAA|Marie Johnson
I'M KNEE-DEEP IN DAISIES|SSAA|Jean Kane
I'M LOOKIN AT THE WORLD THROUGH ROSE COLORED GLASSES/WHEN YOU WORE A TULIP - Medley|SSAA|Jim Arns
I'M NOBODY'S BABY|SSAA|Marsha Zwicker
I'M SENDING A LETTER TO SANTA CLAUS|SSAA|Carolyn Schmidt
I'M SENDING A MESSAGE TO DADDY|SSAA|Marie Johnson
I'M SITTING ON TOP OF THE WORLD|SSAA|Nancy Bergman
I'M SO EXCITED|SSAA|Jim Massey
I'M THROUGH WITH LOVE|SSAA|Lynnell Diamond
I'M THRU WITH LOVE|SSAA|Anna Maria Parker
I'M WAITING FOR SHIPS THAT NEVER COME IN|SSAA|Carolyn Johnson
I'VE GOT MY LOVE TO KEEP ME WARM|SSAA|June Berg
I'VE GOT THE BLUES FOR TENNESSEE|SSAA|Marie Johnson
I'VE GOT THE WORLD ON A STRING|SSAA|DeDe Nibler
I'VE GROWN ACCUSTOMED TO HIS FACE|SSAA|Jim Arns
I'VE HEARD THAT SONG BEFORE|SSAA|Mary Grace Lodico
I'VE HEARD THAT SONG BEFORE|SSAA|Mary Santomeno
I'VE NEVER BEEN IN LOVE BEFORE|SSAA|Linda Masterson
IF|SSAA|Anna Maria Parker
IF|SSAA|Marge Bailey
IF|SSAA|Nancy Bergman
IF HE CAN FIGHT LIKE HE CAN LOVE|SSAA|Marie Johnson
IF HE WALKED INTO MY LIFE|SSAA|Jo Lund
IF I COULD WRITE A SONG|SSAA|Marie B Johnson
IF I FELL|SSAA|Carolyn Schmidt
IF I HAD MY LIFE TO LIVE OVER|SSAA|June Berg
IF I HAD MY LIFE TO LIVE OVER|SSAA|Mary k Coffman
IF I HAD MY LIFE TO LIVE OVER|SSAA|Nancy Bergman
IF I LOVED YOU MORE|SSAA|Avis Fellows
IF I RULED THE WORLD|SSAA|Barbara Huffman
IF I RULED THE WORLD|SSAA|June Dale
IF I RULED THE WORLD|SSAA|Renee Craig
IF I WERE A BELL|SSAA|Joey Minshall
IF I WERE YOU|SSAA|LaVeda Redfield
IF THERE'S ANYBODY HERE FROM OUT OF TOWN|SSAA|David Briner
IF YOU ARE BUT A DREAM|SSAA|Nancy Bergman
IF YOU CAN'T LAND ER ON THE OLD VERANDA|SSAA|Avis Fellows
IF YOU COULD READ MY MIND|SSAA|Judy Vidal
IF YOU KNEW SUSIE|SSAA|Nancy Bergman
IF YOU'RE GONNA PLAY IN TEXAS|SSAA|Tedda Lippincott
IMAGINE|SSAA|Marge Bailey
IN A SHANTY IN OLD SHANTY TOWN|SSAA|Sylvia Asbury
IN HEAVEN'S EYES|SSAA|Carolyn Schmidt
IN MY DAUGHTER'S EYES|SSAA|Lynnell Diamond
IN MY DAUGHTER'S EYES|SSAA|Tedda Lippincott
IN MY LIFE|SSAA|Carolyn Schmidt
IN MY LIFE|SSAA|Denis Allaire
IN MY LIFE|SSAA|Jim Arns
IN MY ROOM|SSAA|Karen McCarville
IN THE BLEAK MIDWINTER|SSAA|Carolyn Johnson
IN THE BLEAK MIDWINTER|SSAA|June Berg
IN THE CHAPEL IN THE MOONLIGHT|SSAA|Tedda Lippincott
IN THE COOL, COOL, COOL OF THE EVENING|SSAA|Susan Kegley
IN THE STILL OF THE NIGHT|SSAA|Karen McCarville
IN THE WEE SMALL HOURS OF THE MORNING|SSAA|Jim Arns
INSOMNIA|SSAA|Carolyn Johnson
INSOMNIA - YW|SSAA|Carolyn Johnson
INTERMISSION|SSAA|Avis Fellows
IRELAND'S LOSS WAS HEAVEN'S GAIN|SSAA|Norma Holzmeier
IRISH FAREWELL|SSAA|Norma Holzmeier
IRISH SONGS GIVE ME A PAIN (PARODY OF IRELAND'S L|SSAA|Marie Johnson
IS YOU IS, OR IS YOU AIN'T (MA' BABY)|SSAA|Jean McFadyen
ISN'T IT ROMANTIC|SSAA|Joan D'Agostino
ISN'T THIS A LOVELY DAY TO BE CAUGHT IN THE RAIN|SSAA|Nancy Bergman
ISN'T THIS A LOVELY DAY TO BE CAUGHT IN THE RAIN|SSAA|Sonny Steffan
IT ALL DEPENDS ON YOU|SSAA|Mary E. Hager
IT ALL DEPENDS ON YOU|SSAA|Tedda Lippincott
IT CAME UPON A MIDNIGHT CLEAR, O COME ALL YE FAITHFUL Medley|SSAA|Carolyn E. Johnson
IT CAME UPON A MIDNIGHT CLEAR, O COME ALL YE FAITHFUL Medley - YW|SSAA|Carolyn E. Johnson
IT CAN'T BE WRONG|SSAA|Sonny Steffan
IT COULD HAPPEN TO YOU|SSAA|Dede Nibler
IT HAD TO BE YOU|SSAA|Connie Kash
IT HAD TO BE YOU|SSAA|Eugene Lefkowitz
IT HAD TO BE YOU|SSAA|Suzy Lobaugh
IT HAD TO BE YOU|SSAA|Tedda Lippincott
IT LOOKS LIKE RAIN IN CHERRY BLOSSOM LANE|SSAA|Jean Kane
IT ONLY HAPPENS WHEN I DANCE WITH YOU|SSAA|Sonny Steffan
IT WAS ALMOST LIKE A SONG|SSAA|June Berg
IT WAS ALMOST LIKE A SONG|SSAA|Kay R. Bromert
IT WAS ALMOST LIKE A SONG|SSAA|Tedda Lippincott
IT'S A BLUE WORLD|SSAA|Jean McFadyen
IT'S A GOOD DAY|SSAA|Lloyd Steinkamp
IT'S A GRAND NIGHT FOR SINGING|SSAA|Molly Clark
IT'S A MILLION TO ONE YOU'RE IN LOVE|SSAA|Anna Maria Parker
IT'S A MILLION TO ONE YOU'RE IN LOVE|SSAA|Joey Minshall
IT'S A MILLION TO ONE YOU'RE IN LOVE|SSAA|Marie B. Johnson
IT'S A PITY TO SAY GOODNIGHT|SSAA|Avis Fellows
IT'S A PITY TO SAY GOODNIGHT|SSAA|Nancy Bergman
IT'S ALL RIGHT WITH ME|SSAA|David Briner
IT'S BEEN A LONG, LONG TIME|SSAA|Marie Johnson
IT'S BEGINNING TO LOOK A LOT LIKE CHRISTMAS|SSAA|Louise Hamilton
IT'S BEGINNING TO LOOK LIKE CHRISTMAS|SSAA|Joan B Smith
IT'S BEGINNING TO LOOK LIKE CHRISTMAS|SSAA|Nancy Bergman
IT'S CHRISTMAS AGAIN|SSAA|LaVeda Redfield
IT'S GETTING BETTER|SSAA|Tedda Lippincott
IT'S HARD TO BE HUMBLE (OH, LORD)|SSAA|Mary K Coffman
IT'S MAKE BELIEVE BALLROOM TIME|SSAA|Connie Kash
IT'S MY PARTY|SSAA|Carolyn Schmidt
IT'S MY SONG|SSAA|Jim Arns
IT'S NOT WHERE YOU START|SSAA|Doris Twardosky
IT'S RAINING ON PROM NIGHT|SSAA|Jo Lund
IT'S SO HARD TO SAY GOODBYE TO YESTERDAY|SSAA|Karen McCarville
IT'S SO NICE TO HAVE A MAN AROUND THE HOUSE|SSAA|Sandy Sharpe
IT'S THE SAME OLD DREAM|SSAA|Joan D'Agostino
IT'S THE TALK OF THE TOWN|SSAA|Dede Nibler
IT'S TIME|SSAA|David Briner
IT'S YOUR SONG|SSAA|Jim Arns
IT'S YOUR SONG|SSAA|Kim Andrews
ITSY BITSY TEENIE WEENIE YELLOW POLKA DOT BIKINI|SSAA|Tedda Lippincott
IVORY RAG|SSAA|Louise Hamilton
JA-DA|SSAA|Marsha Zwicker
JA-DA|SSAA|Mary K. Coffman
JAMBALAYA|SSAA|Bev Sellers
JAVA JIVE|SSAA|June Dale
JAVA JIVE - YW|SSAA|June Dale
JEALOUS OF THE ANGELS|SSAA|Molly Rowland
JERSEY BOUNCE|SSAA|Carolyn Schmidt
JERUSALEM, JERUSALEM|SSAA|Sonny Steffan
JESUS, JESUS, REST YOUR HEAD|SSAA|Barbara McNeill
JINGLE BELL JAZZ|SSAA|June Berg
JOHNNY FEDORA AND ALICE BLUE BONNET|SSAA|Zona Snyder
JOHNNY'S IN TOWN|SSAA|Carolyn Johnson
JOLLY OLD ST. NICHOLAS|SSAA|LaVeda Redfield
JOY MEDLEY|SSAA|Carolyn Johnson
JOY TO THE WORLD|SSAA|Carolyn Johnson
JOY TO THE WORLD|SSAA|Elaine Gain
JUMP JIVE AND THEN YOU WAIL|SSAA|Lynnell Diamond
JUNE IN JANUARY|SSAA|Greta Somers
JUST A BABY'S PRAYER AT TWILIGHT|SSAA|Carolyn Johnson
JUST A KID NAMED JOE|SSAA|Betty Grant
JUST IN CASE YOU CHANGE YOUR MIND|SSAA|Charlene Yazurlo
JUST THE WAY YOU ARE|SSAA|Jean McFadyen
Kaleidoscope Heart|SSAA|Mary Hager
KANSAS CITY|SSAA|Jo Kraut
KEEP CHRISTMAS WITH YOU|SSAA|Susan Kegley Lamb
KEEP IN THE MIDDLE OF THE ROAD|SSAA|June Berg
KEEP ON THE SUNNY SIDE|SSAA|Sharon Holmes
KOKOMO|SSAA|Bev Sellers
KOKOMO|SSAA|Jo Lund
LA BAMBA|SSAA|Kay Bromert
LA CUCARACHA|SSAA|Kay Bromert
LA VIE EN ROSE|SSAA|Joey Minshall
LAZY DAY|SSAA|David Wright
LAZY DAY|SSAA|Patsee Yvonne Parker
LAZY RIVER|SSAA|Barbara McNeill
LAZY RIVER|SSAA|Jim Massey
LAZY RIVER|SSAA|Mary K. Coffman Music Fund
LEAD, KINDLY LIGHT|SSAA|LaVeda Redfield
LEADER OF THE PACK|SSAA|Dede Nibler
LEAN ON ME|SSAA|Nancy Shumard
LEAN ON ME|SSAA|Tedda Lippincott
LET IT BE|SSAA|Dan Warschauer
LET IT BE CHRISTMAS|SSAA|Tedda Lippincott
LET IT BE ME (JE T'APPARTIENS)|SSAA|Connie Moore
LET IT GO|SSAA|Abbey Bilson and Molly Rowland
LET IT SHINE|SSAA|Mary K. Coffman
LET ME CALL YOU SWEETHEART|SSAA|Carolyn Johnson
LET ME CALL YOU SWEETHEART|SSAA|June Berg
LET THE RIVER RUN|SSAA|Sylvia Alsbury
LET THERE BE MUSIC|SSAA|Jeanette Perry
LET THERE BE PEACE ON EARTH|SSAA|Anna Maria Parker
LET THERE BE PEACE ON EARTH|SSAA|Donna M Shorkey
LET THERE BE PEACE ON EARTH|SSAA|Marie B Johnson
LET YOURSELF GO|SSAA|Joan D'Agostino
LET'S ALL SING LIKE THE BIRDIES SING|SSAA|Zona Snyder
LET'S CALL THE WHOLE THING OFF|SSAA|Carolyn Schmidt
LET'S CALL THE WHOLE THING OFF|SSAA|Gene Cokeroft and Avis Fellows
LET'S GO TO VEGAS|SSAA|Norma Andersen
LET'S HANG ON|SSAA|Tedda Lippincott
